transaction_id,transaction_date,booking_date,value_date,payment_date,amount,currency,from_account_id,from_account_name,counterparty_account_id,counterparty_name,counterparty_country,counterparty_bank_bic,counterparty_business_type,narrative,payment_purpose_code,related_trade_invoice_id,swift_message_type,transaction_status,transaction_type_description,end_to_end_identification,is_fraud
ca7265e2-296d-4967-a4ae-26ab8d8ee09b,2025-09-18,2025-09-20,2025-09-20,2025-09-21,252083.76,SEK,GB74IALJ10598891865367,Schroeder and Sons,GB63FSRD27564095876517,Lee-Francis,DK,DABADKKK,Shipping,re-contextualize impactful portals,Unknown,041186df-75fa-4a9d-82ae-7b82434681bf,MT103,failed,Wire Transfer,,0
01323d45-93f0-4910-8564-a8e7c51d34fb,2025-08-25,2025-08-26,2025-08-26,2025-08-29,465307.54,EUR,GB43DPHZ58692566546755,"Evans, Griffin and Nelson",GB79XWKS16947632733058,"Kelly, Park and Bonilla",SE,NOKANO21,Agriculture,maximize bricks-and-clicks eyeballs,Consulting,,MT103,pending,Direct Debit,,0
c71171c0-cc0f-46ee-aa5c-901a91711ae7,2025-12-26,2025-12-28,2025-12-28,2025-12-31,76453.79,SEK,GB11WSTD83932345522965,Hess-Castillo,GB05GTPW81845955970537,Graves-Nichols,SE,NDEASESS,Shipping,implement strategic networks,Unknown,0f177973-18c0-48db-8bb4-bcafc4688776,MT940,failed,BG-LI-LÖN,,0
c25c3f81-a0cf-4f07-9862-0166a1c48519,2025-06-18,2025-06-19,2025-06-20,2025-06-23,147750.85,NOK,GB32QZDZ71501656037198,"Hall, Sims and Rodriguez",GB23ABHW30338381186542,"Mason, Henson and Garner",FI,HANDFIHH,Consulting,transition cross-platform mindshare,Goods,,MT940,pending,BG-LI-LÖN,680003fe-b385-4610-9771-df5063b1a409,0
1879178e-8cdc-4366-a55a-ff01fefbcf23,2025-08-24,2025-08-26,2025-08-26,2025-08-28,242338.48,DKK,GB43JMUZ37552768449910,"Conner, Herrera and Blair",GB97IKHP65352411945714,Rogers Ltd,NO,DABADKKK,Textile,facilitate sticky technologies,Invoice,,MT103,pending,BG-LI-LÖN,,0
9d48596e-a66a-4c5f-97e4-7ed4cb27105b,2025-12-03,2025-12-05,2025-12-05,2025-12-07,36216.05,DKK,GB15HHRQ05924902342815,"Boyd, Morgan and Small",GB61BTGX16062088450992,"Bryan, Nixon and Foster",DK,DABADKKK,Consulting,reinvent open-source supply-chains,Salary,,MT940,billed,BG-LI-LÖN,973b0907-7602-48db-8235-236cf7f893f5,0
a387611d-4223-45a8-ac1d-0fe0ef1198a8,2025-05-21,2025-05-21,2025-05-22,2025-05-24,11028.67,NOK,GB76SAUV25081638489366,Pruitt-Huffman,GB65FZTK23823075328171,Smith-Walker,CN,HANDFIHH,Shipping,integrate real-time communities,Invoice,fee74578-e101-4989-8ee8-abdc0cd7938c,MT103,billed,BG-LI-LÖN,,0
dc976ea2-6143-4a10-9968-4f877d44e84e,2025-08-31,2025-09-01,2025-09-01,2025-09-02,222615.53,EUR,GB16CDQB37465465317606,"Newton, Wilkins and Ryan",GB57BYLA84210361188666,"Aguilar, Howell and White",DK,NOKANO21,Textile,transform virtual vortals,Invoice,a3d0b3e9-1ea4-4b95-ac46-177fd2cc96e1,MT103,failed,BG-LI-LÖN,ecf42084-095c-4b18-af87-1dafb7e89b03,0
67007c7d-4295-421a-940c-1ae854aafda1,2025-09-21,2025-09-22,2025-09-23,2025-09-26,488762.45,SEK,GB39OAVR16783563153346,Moore Group,GB89UZZK97398137315269,Scott Group,US,NDEASESS,Electronics,architect granular methodologies,Consulting,,MT202,pending,Card Payment,a699f52d-bb59-4abd-beb5-5e4b91384e4a,0
b3bb37bc-8e1c-445a-b22f-aeb2b6857b47,2025-05-29,2025-05-30,2025-05-31,2025-06-02,444870.23,NOK,GB22ALPO47321311023965,Wilson-Peck,GB07RBJY94809353618921,Chan-Gomez,DE,HANDFIHH,Shipping,incentivize scalable metrics,Unknown,,MT940,pending,Wire Transfer,,0
b8bbb21b-2103-4cc3-a73f-546bb05abc81,2025-11-13,2025-11-13,2025-11-13,2025-11-14,144791.16,DKK,GB24CRNZ54624611510572,"Lee, Hunter and Henry",GB45YSDE50272102845185,Morgan-Barton,DK,DABADKKK,Agriculture,seize 24/7 architectures,Invoice,0b27831f-b3ba-4d33-83ee-bf9b19508c57,MT103,pending,Wire Transfer,,0
61664161-5011-4a95-888b-c290f7552531,2025-04-06,2025-04-07,2025-04-08,2025-04-08,223387.1,DKK,GB03BACC41213535217124,"Johnson, Roberson and Benitez",GB94BMTS39047893395707,Smith Ltd,NO,NDEASESS,Electronics,engage efficient info-mediaries,Salary,,MT103,failed,Wire Transfer,c410f1d9-e433-4de9-b70a-6f4921b6e48d,0
c6c49ad3-4387-4bd8-be95-8529f3cd3957,2025-09-23,2025-09-23,2025-09-24,2025-09-24,263680.6,USD,GB20ZJGG69193056487433,Moreno and Sons,GB05XGZK59855765734150,Reyes and Sons,RU,NDEASESS,Electronics,Invoice for electronic parts,Goods,,MT103,billed,Wire Transfer,340fbc07-bfd6-4838-a853-c06e4c0a2a10,1
e292d7bb-abba-42a7-aa62-826313784a12,2025-10-15,2025-10-17,2025-10-17,2025-10-17,195045.01,EUR,GB49TJUT19344163813076,Scott-Huang,GB57LTRK19859744089452,Jackson-Dunn,US,NOKANO21,Agriculture,syndicate visionary niches,Consulting,,MT202,failed,Direct Debit,,0
aeff5aff-39c9-4537-990a-ee5efe6e1815,2025-08-30,2025-08-30,2025-08-30,2025-08-31,142889.18,SEK,GB06JMLV44499895299019,Nielsen-Fernandez,GB59KDSI35608059998140,Jennings Ltd,DK,NDEASESS,Textile,enable next-generation e-commerce,Consulting,e7a2f83b-1d92-4e62-a7ff-3cd77478feb0,MT202,pending,Wire Transfer,,0
e7b2dd91-6c07-4235-b70d-bedf9ffa486e,2025-12-03,2025-12-04,2025-12-05,2025-12-08,397905.89,EUR,GB69KNRD49976234433350,"Wallace, Thompson and Thomas",GB88PTLH99023472773808,Graham Group,HK,NOKANO21,Textile,streamline transparent metrics,Salary,,MT202,billed,Card Payment,57838354-1a32-484a-a041-043bf2d52a3d,0
fdd4d5ea-d792-4db5-9f85-ae8c8d95df50,2025-07-16,2025-07-17,2025-07-18,2025-07-20,83569.75,EUR,GB08RFCG02622116809952,Young Group,GB85EQQZ97222450748875,Wang LLC,NO,NOKANO21,Textile,re-contextualize clicks-and-mortar paradigms,Goods,5f5a84fa-c463-4f97-960e-91ef278fee5b,MT202,pending,Direct Debit,,0
9441a3da-382a-476b-8cc2-1cf229a1b254,2025-06-24,2025-06-25,2025-06-25,2025-06-27,26291.49,USD,GB76HWUT87513054724141,Garcia Inc,GB38DYRX00762002664098,Hoover PLC,CN,NDEASESS,Electronics,Payment for services,Goods,64df7ef4-f937-4bf2-af0a-021be5e7a377,MT103,billed,Wire Transfer,9389da8a-2a3b-44a6-bab5-3d15cf06a771,0
edd02294-66e7-4ba7-aa78-b81781c6ea54,2025-12-01,2025-12-03,2025-12-03,2025-12-06,128767.42,NOK,GB68TQNX43785312639535,"Yang, Brown and Moody",GB35QRDA62559554426182,Romero-Barnes,DK,DABADKKK,Consulting,scale turn-key applications,Unknown,,MT103,billed,Wire Transfer,6d51e146-575f-415e-8b81-dfb5723e3d94,0
805b0e7e-fec6-4f71-a78b-20909cfcf751,2025-09-26,2025-09-27,2025-09-27,2025-09-29,353906.59,EUR,GB88BEEY36066825958945,"Sanders, Evans and Houston",GB33OHYU77485517555115,Ayala Ltd,SE,NOKANO21,Shipping,brand plug-and-play niches,Unknown,,MT202,pending,Direct Debit,420f6507-b094-4249-8d60-ca0101757711,0
79c8605c-abd4-4abf-9b7c-0a0aa3446c48,2025-08-12,2025-08-13,2025-08-14,2025-08-14,330743.55,EUR,GB85NHLR01514387357647,Martin Ltd,GB15QEED25328520303658,"Sims, Ortiz and Johnson",CN,NDEASESS,Agriculture,iterate vertical e-markets,Unknown,,MT940,pending,BG-LI-LÖN,,0
111d3d62-b346-4959-8dfb-36b7f5d4cc84,2025-06-02,2025-06-02,2025-06-02,2025-06-02,96748.59,NOK,GB58AGNU86650752769481,"Snyder, Howard and Hahn",GB84AAMS14531047599583,"Ward, Berry and Guerra",FI,NOKANO21,Shipping,enhance collaborative e-tailers,Unknown,,MT940,failed,Direct Debit,,0
46197fa2-1e1a-4c8d-af04-38c6459819c7,2025-12-29,2025-12-31,2026-01-01,2026-01-01,421531.58,EUR,GB60GWDW84748395874899,"Morrison, Mendoza and Robinson",GB54JFTD20843239968671,Mullen-Morrison,HK,NOKANO21,Electronics,engage cross-platform content,Consulting,77e3219d-09ac-4808-884b-33c1b98f5fe1,MT103,pending,Card Payment,a948b9c1-37d7-4904-8c9c-eefa7bfa1a03,0
8a740b66-11e2-4042-826b-c818646135a9,2025-04-20,2025-04-21,2025-04-22,2025-04-23,105422.72,SEK,GB82RSMW86248775134111,Smith and Sons,GB14IJNI40777446204875,Hernandez Group,SE,DABADKKK,Consulting,disintermediate B2B methodologies,Invoice,274e8415-0a05-4f39-add4-3d2367acd45b,MT940,pending,Card Payment,,0
44e5e979-92c6-4af6-8027-050c9b5937bb,2025-12-22,2025-12-23,2025-12-23,2025-12-25,460229.94,EUR,GB77ZRZL92757866995635,"Jones, Page and Bowers",GB39FTMF25424828163733,Sanders-Fitzgerald,CN,NOKANO21,Agriculture,whiteboard out-of-the-box functionalities,Consulting,,MT202,pending,Wire Transfer,0e8a2e48-51b8-4f9c-992c-ad1bc2bb82fd,0
6c99f837-8d4f-475e-b4c1-8b67cd526d05,2025-06-16,2025-06-16,2025-06-16,2025-06-17,83841.62,SEK,GB23EOKE49788442725520,Williamson LLC,GB40AMQV94485563640635,Franco Ltd,NO,DABADKKK,Shipping,evolve proactive e-tailers,Salary,,MT202,pending,Card Payment,40222e9f-c8ab-4eb6-b900-297b58a1c666,0
475538e8-32fc-4d93-a335-fd242330337b,2025-12-14,2025-12-15,2025-12-16,2025-12-18,129996.61,EUR,GB48TGLI32196723116907,"Davis, Patel and Fields",GB11QWOT26565250212542,Cowan LLC,US,DABADKKK,Shipping,redefine collaborative technologies,Consulting,,MT202,pending,Direct Debit,,0
c69daa7e-31f7-4348-a239-dbd91fb6eb36,2025-07-26,2025-07-26,2025-07-26,2025-07-29,61137.52,SEK,GB04BCHM36576228715909,Brown-Rich,GB82APQE18529559828001,Woodard-Cross,NO,NDEASESS,Consulting,utilize leading-edge experiences,Consulting,,MT202,billed,BG-LI-LÖN,acc5d6de-af09-4941-9c4a-55f29641559e,0
8eedd70b-521e-4926-93f8-f4e05ec8ac05,2025-04-07,2025-04-08,2025-04-08,2025-04-08,55947.87,DKK,GB79JLWI38109952694912,"Ellis, Olson and Harris",GB58LFPG24267126989716,"Hernandez, Taylor and Stephens",HK,DABADKKK,Agriculture,expedite virtual content,Salary,,MT202,pending,Card Payment,,0
bc4fc9e7-da4f-4e50-b976-268adbccff33,2025-10-01,2025-10-01,2025-10-01,2025-10-01,148751.49,EUR,GB92UYWQ43006275947692,Henson LLC,GB23QJVT52117568290660,"Colon, Hill and Torres",US,HANDFIHH,Electronics,reinvent dynamic users,Salary,,MT202,pending,Wire Transfer,6c6cb6da-ed81-47ea-a6a0-9b2532a18c33,0
3757c7cc-50cd-491f-a507-8e08c70b7e3e,2025-12-01,2025-12-02,2025-12-03,2025-12-03,68419.9,SEK,GB51PTXL47629063814572,Murray-Rios,GB37EWJQ65925616303710,"Brown, Williams and Ellis",US,NDEASESS,Shipping,integrate cross-platform paradigms,Unknown,,MT202,pending,Direct Debit,b2221591-53ca-49a4-afdf-dcf252e5f626,0
157a0a7a-97f9-4520-b300-a10675627033,2025-04-19,2025-04-21,2025-04-21,2025-04-23,359923.07,SEK,GB36PWNH62962640508202,"Austin, Thomas and Stark",GB40JBJU07667494238725,"Meyer, Russo and Rodriguez",US,DABADKKK,Consulting,maximize transparent web-readiness,Goods,8912af39-1c6b-42d7-94dc-693f3a2f81a9,MT103,failed,Direct Debit,,0
8dfd9523-c175-4659-8b17-f91103a767ca,2025-04-21,2025-04-23,2025-04-23,2025-04-26,313695.71,NOK,GB22IHZU84893659609316,Gross Group,GB72ABGL80552267610772,Williams and Sons,NO,HANDFIHH,Electronics,integrate one-to-one e-markets,Consulting,7887b478-2c19-4f69-b5d7-c3cd3dc5180f,MT940,billed,Card Payment,58d9e669-400b-49d9-af53-1b96890104c8,0
5b09d57b-cc0d-40c3-9d25-e231358a35c1,2025-12-16,2025-12-16,2025-12-17,2025-12-18,362751.59,SEK,GB57BBYX38877685304383,"Johnston, Lowe and Velazquez",GB91IPYN01850350089996,Copeland Inc,CN,NOKANO21,Textile,grow sticky methodologies,Invoice,284fa21d-2ece-4b5d-9f07-1b4a667b6f51,MT940,pending,Direct Debit,f12f9072-ff89-4625-b604-86d49966242d,0
a4583f3e-c1ef-41fc-90d4-d9ecb8e8d6c3,2025-10-25,2025-10-27,2025-10-28,2025-10-28,58895.61,DKK,GB40DGBO96234336843539,Benjamin Ltd,GB12VRMX42717568171287,Miller-Young,DE,NDEASESS,Electronics,transition turn-key applications,Unknown,,MT202,failed,Card Payment,e65dfa0d-351c-45c7-8297-869e3a9f407a,0
9dbea36d-c39c-45cd-8874-1e2a66adfd51,2025-05-10,2025-05-12,2025-05-13,2025-05-15,257092.84,DKK,GB15FAND62755144126450,Young-Hoffman,GB19QDUJ75491176387904,Moore-Bray,HK,DABADKKK,Shipping,disintermediate revolutionary channels,Goods,,MT940,failed,Wire Transfer,,0
2876c5da-1717-4460-aad7-97466e82ab7e,2025-06-10,2025-06-11,2025-06-11,2025-06-14,395828.58,EUR,GB96OKTJ36864471906435,Rose-Lambert,GB90SZTH56203744894778,Smith Ltd,DK,NDEASESS,Electronics,whiteboard out-of-the-box niches,Unknown,,MT940,pending,Card Payment,dd0c99ce-dd22-4e55-8253-4db6589aaa49,0
9132c2bc-63c3-4650-a28a-fb3be6f32493,2025-05-16,2025-05-17,2025-05-18,2025-05-19,439088.08,EUR,GB71XVJY98524152574208,Davis Inc,GB81OZTJ03925579908917,Smith Inc,FI,NOKANO21,Shipping,whiteboard granular channels,Consulting,,MT103,billed,Card Payment,,0
dc73b1cb-7fa2-4a9c-9a0e-78285d06a461,2025-04-25,2025-04-27,2025-04-27,2025-04-29,386848.42,EUR,GB15KKLM00932638368546,Soto and Sons,GB77MCII28873979322157,,NO,NOKANO21,Shipping,enhance front-end markets,Salary,,MT202,billed,BG-LI-LÖN,,0
ac57d79f-cbdc-46cf-a9f9-260a90c4bb6f,2025-08-16,2025-08-18,2025-08-18,2025-08-19,275851.23,SEK,GB62LPGM82109501865911,Young-Cooper,GB36ENGT52319277748377,Clark-Smith,FI,DABADKKK,Shipping,target seamless e-commerce,Invoice,ae4609ab-3663-494f-9ec0-fabc20243fe2,MT940,billed,Wire Transfer,,0
144ae4f1-4777-4cc5-8589-2bdd9ddaba37,2025-06-19,2025-06-21,2025-06-22,2025-06-23,58117.88,EUR,GB06YYRW07407178180118,Wilson LLC,GB76IUSE61830814222001,Rodriguez-Wolfe,CN,NDEASESS,Agriculture,,Consulting,,MT103,pending,BG-LI-LÖN,,0
53945267-d4b7-42f3-a22a-3061d2852217,2025-11-30,2025-11-30,2025-12-01,2025-12-02,389677.88,NOK,GB31ILEQ92457614731972,Dickson Ltd,GB75FZFF88898648533572,Morgan-Randall,NO,NOKANO21,Shipping,maximize e-business bandwidth,Salary,3612eff3-c6fe-4883-87e9-6b8e4a82b362,MT940,pending,Direct Debit,,0
7f79dff9-87e0-4357-ae30-9adbec20d68d,2025-08-25,2025-08-27,2025-08-27,2025-08-29,99056.37,SEK,GB27LSFD91494498126824,Miller and Sons,GB12QUSQ04681037989677,Martin and Sons,NO,NOKANO21,Agriculture,embrace robust applications,Goods,1f14e971-45f1-4b7d-94fa-8b819bc14298,MT940,failed,BG-LI-LÖN,03cb3c1c-16f5-4850-849f-605b5c06365f,0
d49ac71d-fe7b-46d7-83b0-9cb657474268,2025-06-22,2025-06-22,2025-06-23,2025-06-23,60103.27,USD,GB52PGZC61351340405863,Wilson Inc,GB71WXAO11014789619161,Waller Group,RU,HANDFIHH,Electronics,Payment for services,Goods,93a05a56-3981-4ac9-80f6-6b4048712402,MT103,billed,Wire Transfer,7551c219-ade4-4ebc-9d76-1e2c8219aba5,0
cf133b24-4513-4884-bcf1-8665e890ab5a,2025-10-05,2025-10-07,2025-10-08,2025-10-10,91851.84,EUR,GB37YTYY16912445839650,Hawkins PLC,GB30LUIH67926807338133,Johnson-Byrd,CN,HANDFIHH,Consulting,incentivize intuitive web services,Invoice,,MT202,billed,Direct Debit,,0
5f980eea-1b30-4dab-9b62-7103983d3793,2025-11-13,2025-11-14,2025-11-14,2025-11-14,60796.44,DKK,GB81YDRS61910669858121,"Mcguire, Lyons and Harris",GB64BYSK13845913949450,Johnson Ltd,SE,NOKANO21,Electronics,reinvent magnetic functionalities,Goods,07f75ce9-6462-442f-9606-2c89bd55bc20,MT103,failed,BG-LI-LÖN,6de3a705-aeb9-42a6-943b-e42899437720,0
272f0cf1-0fb1-4de2-8e11-2d68352fa89b,2025-12-01,2025-12-01,2025-12-01,2025-12-01,495781.91,NOK,GB35ZLRT61711348592632,"Shaw, Hart and Mendoza",GB23DZXG96555321532430,"Edwards, Benjamin and Landry",NO,HANDFIHH,Agriculture,deploy bleeding-edge markets,Invoice,,MT940,pending,Wire Transfer,,0
b64de257-2485-4b4a-8bc3-2fd929ba173e,2025-04-21,2025-04-22,2025-04-22,2025-04-24,114247.99,DKK,GB79BBXI23050084065050,Rosales-Palmer,GB42ESOQ77057167317250,Perkins-Gordon,FI,DABADKKK,Consulting,transition dot-com metrics,Consulting,9056336d-0acb-4f99-b70f-30f026205055,MT202,billed,Card Payment,,0
de74889b-b73c-4b36-8576-3a6c28c3475e,2025-09-08,2025-09-10,2025-09-10,2025-09-10,200693.33,NOK,GB73RWPX60157714577868,"Brewer, Lee and Mason",GB60SIUQ74949283963567,"Tucker, Thomas and Hughes",DK,HANDFIHH,Consulting,generate best-of-breed systems,Unknown,,MT940,billed,Wire Transfer,,0
e0d73857-7900-476b-b65e-dc88dbc90180,2025-04-09,2025-04-11,2025-04-11,2025-04-13,495091.88,SEK,GB32CKBA53040393953296,Pearson PLC,GB33JXVA28995449478325,Hanson PLC,NO,DABADKKK,Consulting,seize front-end portals,Invoice,,MT103,billed,Direct Debit,39793edb-cb42-4bc9-902b-3a42613f8607,0
2c6f8cda-f53b-4664-a0bc-c937afbe6415,2025-10-04,2025-10-05,2025-10-06,2025-10-09,314330.5,SEK,GB76PBUD10097297616554,Sanchez and Sons,GB64AVNT77456586539932,"Cohen, Savage and Lane",FI,DABADKKK,Electronics,e-enable extensible applications,Consulting,78748c0a-2caf-4d97-a01f-3c6220083312,MT103,failed,Direct Debit,,0
a3cd3669-c072-4ea9-920c-b6b53ae128a0,2025-12-26,2025-12-28,2025-12-29,2026-01-01,807,EUR,GB59ZLQB66008033588707,"Mayo, Rivera and Moss",GB22OAJV59218052149539,Bishop PLC,HK,DABADKKK,Shipping,harness interactive content,Unknown,,MT103,failed,Card Payment,,0
94604e6c-c7f2-47ff-a4ef-decf9a6f7741,2025-11-03,2025-11-05,2025-11-06,2025-11-08,440049.97,NOK,GB25MBGA60272460696950,Hernandez-Gallagher,GB74PPZT58065356480428,Howell and Sons,CN,NDEASESS,Consulting,utilize synergistic paradigms,Invoice,,MT103,billed,BG-LI-LÖN,,0
7c638fce-f116-4ead-916b-e2748777ddaf,2025-06-04,2025-06-05,2025-06-05,2025-06-07,321836.68,NOK,GB90JFCC36259489688302,Coleman Ltd,GB03TXOY09029264866644,Farrell-Andrade,DK,NDEASESS,Shipping,harness virtual niches,Unknown,,MT103,pending,Card Payment,e5f0325f-0a4f-4fd5-8f8f-9e7b9c31de68,0
7d3f71d9-faaa-41b5-b56d-7c632ebb0f47,2025-12-27,2025-12-28,2025-12-29,2025-12-30,68406.71,DKK,GB43PKBY45072409374838,Dennis Ltd,GB56QPMH76284514931908,Johnson Inc,FI,DABADKKK,Textile,redefine dot-com platforms,Unknown,,MT202,billed,Direct Debit,50797abb-e432-469c-a5dd-482c12138e70,0
79ea3c3c-6fb4-4632-88bc-a8b47509ae8f,2025-04-18,2025-04-18,2025-04-18,2025-04-19,2662.27,EUR,GB80WWBL41198920759406,Cruz and Sons,GB52XSDF34424704298814,Burns-Wright,CN,DABADKKK,Shipping,revolutionize innovative ROI,Unknown,,MT940,billed,BG-LI-LÖN,be1ee8c6-ad36-42f8-bb77-7e28b53e1078,0
66333800-394e-452b-ad90-88c40b2d96ae,2025-09-04,2025-09-05,2025-09-06,2025-09-08,109766.12,SEK,GB33QUFY94266414288093,"Blair, Schmitt and Thomas",GB20LOVL63116817495958,Baker Group,DE,NDEASESS,Consulting,architect mission-critical portals,Invoice,,MT103,pending,Direct Debit,860ce4e6-80e6-4356-bfaf-27ce34ddb705,0
7c570cd9-f6ff-4e12-853b-553e4f10c8a3,2025-08-23,2025-08-23,2025-08-24,2025-08-26,363001.5,SEK,GB42RBBR52966317321818,Lutz Group,GB84FEBR01674779803474,Wagner-Harvey,DK,HANDFIHH,Electronics,implement wireless schemas,Salary,,MT940,billed,Wire Transfer,,0
3a51f23d-2025-4eed-8cc5-b040a227a378,2025-04-02,2025-04-02,2025-04-03,2025-04-03,240283.41,SEK,GB71VSUX98617224162553,"Barnes, Mendez and Franklin",GB93HHJF11237078264606,Nash and Sons,NO,HANDFIHH,Agriculture,brand 24/365 content,Unknown,9b9fdee2-205a-4c20-8da9-cf65352f70e4,MT202,failed,BG-LI-LÖN,55fc5a69-2bd4-4d5b-a7b1-3dea151b7950,0
39638c10-8dcc-4409-b31f-c1b138ff5947,2025-08-21,2025-08-23,2025-08-24,2025-08-27,203157.76,NOK,GB03XWEK49318826979125,"Martin, Caldwell and Sullivan",GB65ZXAG09949386082334,Wright Inc,CN,NOKANO21,Agriculture,,Invoice,,MT103,billed,Wire Transfer,,0
bd872760-9e48-43ea-ad8b-4dbf2cbce108,2025-09-14,2025-09-14,2025-09-14,2025-09-17,161537.62,NOK,GB21CPXA80481864712231,"Cook, Parker and Page",GB92ZLEC22143923015498,Fisher Ltd,SE,NOKANO21,Electronics,empower holistic vortals,Invoice,,MT103,pending,Direct Debit,acda4880-c160-41d0-9319-87252df82c13,0
21b8371d-2013-4ddb-88e8-ef869428a55e,2025-11-22,2025-11-24,2025-11-25,2025-11-27,463740.19,DKK,GB77KHYN86352579478038,Sanders-Gomez,GB11KECH30256473661791,Wilson and Sons,US,NDEASESS,Shipping,cultivate efficient methodologies,Salary,0729bce5-e601-43f0-a268-4ec545c38634,MT940,failed,Card Payment,,0
9e5ef841-115c-4853-b39c-8efd33fede68,2025-11-22,2025-11-22,2025-11-22,2025-11-25,108456.85,EUR,GB32SMSX18929695029280,"Edwards, Williams and Elliott",GB61ROIJ18719822974335,"Wong, Krueger and Martin",CN,NOKANO21,Consulting,re-intermediate robust schemas,Invoice,,MT940,failed,Wire Transfer,0aa63d01-4242-40e6-be04-9b14e73cc841,0
19ca3114-a7db-4773-8de6-8569fac9a512,2025-06-09,2025-06-11,2025-06-11,2025-06-13,410104.01,DKK,GB05GEEG53041599056785,"Moore, Mack and Dawson",GB31WYNX59911878430045,,SE,NDEASESS,Electronics,optimize synergistic architectures,Unknown,,MT940,failed,Direct Debit,add3445e-7b8f-4c46-9c3e-0b8e7b713cde,0
6dc6a93f-9d2c-4c22-9aab-b84c14a9921c,2025-12-09,2025-12-11,2025-12-11,2025-12-13,202727.44,NOK,GB97OVVU06635106178233,Sanchez Ltd,GB04EMNH74889410177899,Wright and Sons,HK,NDEASESS,Agriculture,innovate ubiquitous metrics,Goods,,MT940,pending,Wire Transfer,,0
19ba91e3-f3c1-43c8-aeb8-208b30c1276d,2025-04-06,2025-04-08,2025-04-09,2025-04-10,162274.2,NOK,GB86GVCL19310979522325,"Holmes, Rocha and Russell",GB25QESG01114095363627,"Smith, Bauer and Moore",SE,NDEASESS,Agriculture,productize wireless infrastructures,Unknown,,MT940,pending,BG-LI-LÖN,,0
7742280f-4d26-43da-a45a-dd6b33b9f2b7,2025-10-27,2025-10-28,2025-10-28,2025-10-29,37225.68,USD,GB61JUXW46048978957667,Harris-Snyder,GB81LVXK51437213100326,Jones-Thomas,CN,DABADKKK,Electronics,Payment for services,Goods,0a59e59b-ef3e-4fb9-8317-3a9fd38e6d3e,MT103,billed,Wire Transfer,be7341fe-ddf7-4bef-bde0-587ae71fb9df,0
1198ba49-7898-4171-8a2c-03472688c9cc,2025-07-12,2025-07-12,2025-07-12,2025-07-15,123630.6,EUR,GB04UCKE48087420181917,"Williams, Patton and Henderson",GB39VSMI66864432373263,Patel-Thomas,DK,DABADKKK,Agriculture,target cross-media relationships,Goods,,MT940,failed,BG-LI-LÖN,,0
3c3b3dac-9c0c-4d0f-8269-869174e57806,2025-10-29,2025-10-29,2025-10-29,2025-10-31,63256.37,NOK,GB31UGGP10476514419755,"Cummings, Greer and Moody",GB93DTWR10525867908888,Spencer LLC,DK,NOKANO21,Consulting,aggregate dynamic e-services,Invoice,,MT202,billed,Wire Transfer,b3b700c2-e48c-4cf3-a6ab-724c644c806d,0
9e60b248-fc72-4584-a2b1-e68e2f6dfbbb,2025-08-16,2025-08-16,2025-08-17,2025-08-20,25524.38,SEK,GB84FDEX87169466257415,"Mckenzie, Davis and Durham",GB97PCKE42923150045411,"Allen, Mitchell and Stewart",CN,NDEASESS,Electronics,e-enable magnetic portals,Invoice,,MT202,billed,Card Payment,,0
b202bd4e-b91c-4785-9574-8ff7439aa868,2025-04-07,2025-04-09,2025-04-10,2025-04-10,138027.32,DKK,GB43ZWIF43739129810518,Rivera PLC,GB72DBVG96023224051861,Gonzales-Esparza,CN,DABADKKK,Agriculture,productize bleeding-edge systems,Unknown,,MT940,pending,Card Payment,,0
de8a1d01-dcfd-48e6-ad5e-503bdee5e65d,2025-10-11,2025-10-13,2025-10-14,2025-10-16,260435.75,DKK,GB05IAGQ64378315324086,Mccall-Davis,GB82TXJJ46805264212928,Bradshaw-Mason,CN,NDEASESS,Textile,benchmark world-class infrastructures,Consulting,,MT940,billed,BG-LI-LÖN,,0
f78bef57-131d-4d22-b3d3-70f6f86ee893,2025-04-16,2025-04-16,2025-04-16,2025-04-18,68336.46,EUR,GB88NEZS80202285709052,Cameron-Bates,GB66EHBQ80743384405088,"Williams, Harrell and Johnson",DK,NOKANO21,Agriculture,envisioneer plug-and-play e-markets,Invoice,,MT940,failed,Wire Transfer,60e71ef1-191f-4682-bee3-0353fbb2fe3f,0
318c58b3-9109-4987-8d28-5eaa8f019312,2025-07-07,2025-07-09,2025-07-10,2025-07-11,442107.98,SEK,GB10YOKV12432827285796,"Bradley, Tran and Evans",GB49RMRC54210222379143,Johnson Inc,US,NDEASESS,Electronics,revolutionize scalable technologies,Consulting,,MT202,pending,Direct Debit,dbd8b1d1-fe04-469e-b242-58d9dbd6458f,0
f6f2431e-678b-4006-9ba4-ecfdc6c5ce09,2025-06-11,2025-06-12,2025-06-12,2025-06-13,30200.55,EUR,GB15VDNO60939755197130,Ferguson-Fuentes,GB15WMTN37913585037079,Obrien PLC,SE,NDEASESS,Shipping,optimize intuitive eyeballs,Salary,,MT202,failed,Card Payment,bbfe2ee8-ee05-409d-8583-a4486fc750fc,0
f3c640e2-ec26-4d58-82dd-828a6fd3dc68,2025-04-08,2025-04-10,2025-04-11,2025-04-11,212335.49,NOK,GB79TOLQ02639101792692,Perez-Thompson,GB69OIPH24037218034015,"Lyons, Horton and Fields",HK,NDEASESS,Electronics,matrix B2C initiatives,Goods,,MT940,failed,Wire Transfer,,0
