from_account_id,from_account_name,from_account_country,from_account_business_type,from_account_expected_turnover
GB66MQVM92222935034566,"Mckinney, Larsen and Brown",DK,Shipping,484533.47
GB83UNGN02375901771169,"Torres, Ross and Garza",NO,Consulting,1998492.45
GB28OCRI76845557095601,Hall-Green,DK,Textile,1189378.36
GB17KDLU07810499758634,Wood LLC,SE,Agriculture,1295959.44
GB70NIBZ50414996042510,"Dorsey, Mccormick and Hawkins",DK,Textile,518300.62
GB56FPUF34843561732174,Martin-Myers,FI,Textile,601065.77
GB20UKAR21016825765862,"Perkins, Spence and Chang",DK,Consulting,53230.26
GB37LLSI67254113923794,Bell-Suarez,NO,Textile,1240795.68
GB93XMTS86811168247725,Horton-Robertson,SE,Shipping,1992377.15
GB10XSHD16997360497132,Parker-Bennett,DK,Textile,585081.42
GB80LJBQ83813421457460,Hernandez-Mercado,NO,,456315.41
GB83EHPK90500594798301,"Harris, Hoffman and Woods",DK,Electronics,908102.77
GB44DQYM41889836558559,"Jenkins, Bautista and Hatfield",DK,Electronics,586671.25
GB83XALD63410066871336,Mann LLC,FI,Shipping,905966.44
GB79ZPBA80756069219751,Reyes-Johnson,SE,Shipping,412198.19
GB07YZNN27417669206200,Roberts Group,FI,Consulting,1673867.16
GB54XIRZ89626978101953,Allen LLC,FI,Consulting,248030.37
GB26CPDT92850384553496,Peterson-Sanchez,FI,Shipping,169061.09
GB46NXMW81380176878309,"Bryant, Johnson and Hansen",SE,Textile,642123.21
GB82WNXW22539466828999,Tran-Simpson,SE,Consulting,1497018.83
GB51DBOH96738198670764,Camacho LLC,NO,Textile,418243.1
GB77JPRM25432684391476,Vaughn-Sutton,FI,Electronics,1862874.65
GB25KNPV82977157677274,Wright-Deleon,SE,Shipping,269461.78
GB41DGXX39909518968956,"Riley, Rowland and Duncan",FI,Consulting,1336599.57
GB09JUPO51467798072231,Harrington-Johnson,NO,Agriculture,1765177.54
GB45FWYJ52944812132164,Nash-Brown,NO,Shipping,1838837.57
GB94TKWY96884787110705,Hamilton-Richardson,SE,Consulting,1885844.31
GB62HSBF87942459382697,Choi Ltd,FI,Electronics,757909.71
GB07WHGW42421062866906,Lee-Miller,FI,Consulting,969010.96
GB05MQZG24908463784766,Jackson LLC,SE,Electronics,156446.76
GB61MEKT57938201141511,"Lara, Allen and Smith",NO,Consulting,1113749.08
GB40WZCP04806386473784,Watson Group,FI,Shipping,212952.62
GB11PIMS29821064910352,Alexander-Ray,FI,Consulting,69630.87
GB84DQIS57070826599118,"Wilson, Hernandez and Martin",SE,Consulting,276726.66
GB87TTMX87268188522593,Day-Carter,SE,,1207172.06
GB62TSII53328613067227,"Hunt, Nelson and Lawrence",NO,Textile,783703.42
GB31FAJR70733553413830,"Hughes, Patel and Robinson",DK,Textile,1067868.64
GB97UEGT12586387095209,Hill-Riley,DK,Agriculture,105283.77
GB13TQKF53943253395177,Ware PLC,SE,Electronics,595117.83
GB50WLSA12167654113062,Wright LLC,FI,Electronics,506568.81
GB21ATFU24149132608189,Castillo-Willis,DK,Electronics,1944993.5
GB03ABIF69962361486476,"Dixon, Dean and Reid",SE,Textile,515242.07
GB68OGGC64422209570177,"Hernandez, Alvarez and Wagner",DK,Shipping,1465007.45
GB15DAFP64714663245754,Diaz Inc,FI,Electronics,1411627.04
GB82OFQJ72734380054624,Young-Graham,NO,Agriculture,1215019.42
GB75DDTQ61804510991898,Cooper-Suarez,DK,Textile,435564.88
GB74MNOT14572288551046,Williams-Ellis,NO,Consulting,67056.71
GB04XATO11549457489911,"Smith, Morris and Simon",FI,Consulting,53100.14
GB18YPKW53458946074790,Gardner-Johnson,NO,Agriculture,853574.6
GB20BNWE48559084720136,Harvey-Jones,SE,Textile,962241.97
GB06PCEF58197994803027,Turner LLC,FI,Shipping,188009.84
GB31VMTD76818230941241,"Middleton, Chandler and Gilbert",SE,Consulting,574782.31
GB24XRJY90963777822399,Williams-Valencia,DK,Textile,1019860.02
GB55UNCN09797740128645,James-Cox,NO,Shipping,696560.51
GB10KDLY00015152767458,Davis-Zimmerman,FI,Textile,371295.82
GB91NUUR44810214777797,Solomon PLC,FI,Electronics,1614781.64
GB82JVRV05647522039918,"Guzman, Schneider and Salinas",NO,Electronics,1254501.04
GB45KJJV35987340952131,Moran-Johnson,DK,Agriculture,1567142.89
GB62DXGX95536265994241,Bennett and Sons,NO,Consulting,1897277.17
GB19DZBA49640995453754,Griffin-Riggs,DK,Consulting,336687.29
GB79TPAI22870640808714,Smith-Johnson,DK,Shipping,865322.83
GB06WEFM65534988057036,Shepard-Hall,FI,Shipping,225298.13
GB91ESNX00468706109604,Savage-Garcia,FI,Agriculture,1062342.66
GB34AEOH45014087657438,Campbell PLC,NO,Textile,1374542.8
GB65KSRL08715518774145,Watkins-Rodriguez,FI,Textile,1802677.84
GB74PTQP70403570055184,Garcia-Daniels,SE,Textile,1515722.47
GB68DGIP67490908621873,"Ramirez, Vincent and Watson",SE,Consulting,905151.45
GB30QEVA47384339645040,Butler LLC,NO,Shipping,1262632.49
GB85ADSZ44690296416049,Hall Inc,NO,Electronics,482218.5
GB47PEHE05999137410850,Carroll Group,FI,Shipping,1569910.35
GB94TEKT25555101400131,Kelley-Hensley,SE,Electronics,1091765.62
GB77YGYI18923581565480,Jordan-Martin,DK,Agriculture,1700087
GB13CONF97086402964465,"Anderson, Potter and Dyer",FI,Consulting,731332.86
GB54ZSDK06353299022213,Weber-Harding,FI,,66365.95
GB64JPWA07478123116586,"Moore, Watts and Moore",DK,Consulting,1464839.99
GB92FGLV17852387067009,"Lowery, Robles and Atkinson",NO,Textile,500372.19
GB43KXWR72994968098150,Bullock and Sons,FI,Electronics,1848491.84
GB44KWOU34184381953991,Harris Group,FI,Electronics,1510779.45
GB84YCXP64329604977951,"Williams, Anderson and Nelson",SE,Shipping,965483.22
GB19KJJC13447111697658,"Hernandez, Hanson and Rodriguez",FI,Electronics,723722.56
GB07ELCO93484270340248,"Peterson, Bailey and Greer",DK,Textile,1136284.54
GB56VPNC28295975036006,Lopez-Mason,NO,Shipping,1676723.74
GB82ENSQ72914793251440,Hall-Wright,SE,Agriculture,1617166.95
GB61LLOB15715955252435,"Ramos, Allen and Taylor",FI,Consulting,1026765.71
GB81CXCK90554872596851,Williams PLC,FI,Agriculture,1334375.63
GB06IBKR92315688480025,Cobb and Sons,SE,Agriculture,1505491.82
GB24VIXV82941401883019,Smith Inc,NO,Electronics,1863587.73
GB69RSPQ61579618340754,Bailey-Flores,FI,Consulting,1139216.37
GB89LETC63116782255234,Lane-Richardson,FI,Electronics,1653474.17
GB68CUZX04965113912673,"Bell, Page and Russell",SE,Consulting,1539690.2
GB42FKBK29816851913362,Taylor-Holland,SE,Shipping,1900823.3
GB61ZWCF39637503787549,Long LLC,SE,Electronics,1477292.89
GB14UFSI97626921865520,Simmons LLC,FI,Electronics,1483056.61
GB49JAMR83688305250951,Edwards-Berry,FI,Agriculture,276871.15
GB83RGGE56998963816675,"Morse, Henderson and Bradley",SE,Agriculture,80787.11
GB82FAJB25257812120621,Washington Group,DK,Consulting,69090.27
GB08YWKJ48039864512726,Davis-Wright,NO,Shipping,1316700.19
GB77JPRM25432684391476,Vaughn-Sutton,FI,Electronics,1862874.65
GB15HTGF71385857095510,"Wise, Edwards and King",NO,Textile,875039.33
GB82BHWX04140139830605,Robertson-Chung,SE,Agriculture,1988446.54
GB13FPQP12464858841744,White PLC,NO,Consulting,1598004.4
GB10LZPV86639199893559,Castillo LLC,NO,Electronics,451835.91
GB61SLJI68736636197166,Jones-Craig,SE,Electronics,1799852.47
GB88WVGO71819039948720,Ryan Group,SE,Shipping,175125.13
GB88HEDR50699407537694,"Wiggins, Le and Johnston",FI,Agriculture,1061465.57
GB02XWNV59952781087459,Delgado LLC,DK,Textile,1811709.76
GB72PMIJ86531000453343,Williams Group,FI,Agriculture,56100.84
GB86QEVX96979177575910,"Walls, West and Gray",SE,Electronics,313978.24
GB13IQNZ74250307313647,"Mann, Sanders and Chavez",FI,Electronics,304459.65
GB96JSEU48361598250111,"Hickman, Elliott and Hudson",DK,Shipping,1187335.14
GB53HTNY48935030834394,Callahan-Reyes,NO,Textile,305300.02
GB62VZBC70686892065570,Walton Inc,FI,Electronics,627101.49
GB38MPTM26557582638609,Weaver Ltd,SE,Consulting,1682629.93
GB36JCJM04345177494111,"Hernandez, Horton and Murphy",NO,Textile,359351.44
GB73JAXH04142593282177,"Lynch, Allen and Jones",NO,Textile,870979.13
GB03AJMV63820769456567,Lopez-Wood,DK,Consulting,912715.52
GB95NURQ37204664030071,Hansen Group,DK,Agriculture,1122733.96
GB26XLBI90735160597325,Rogers and Sons,DK,Consulting,110008.36
GB86VOWZ23067741992490,Hall-Browning,SE,Textile,1223522.98
GB60CGBU04389324371071,Garcia-Higgins,SE,Consulting,360731.17
GB12PSCL42746237477372,Conner Ltd,SE,Textile,1806712.48
GB78COTO74906319848814,Juarez LLC,SE,Consulting,603630.69
GB66ETYR16140218511623,"Blackwell, Macdonald and Johnson",SE,Electronics,1416147.3
GB70ZIJR07395701444203,Ortega Ltd,FI,Textile,76351.78
GB61YLPL00826518244440,"Richardson, Alexander and Moore",NO,Textile,1294916.82
GB07VIRQ78294284790785,Jimenez Group,FI,Consulting,654703.33
GB49XUDE20554806985140,Clark-Baker,SE,Textile,1678024.08
GB36QCJR07098809233774,Griffith Inc,NO,Shipping,1683125.13
GB87UZRX48980847497339,"Sloan, Gallagher and Hamilton",FI,Consulting,1233184.76
GB42KBLC80715085692765,Ali-Stone,SE,Consulting,902956.6
GB67RCLF59745263165599,Meyers PLC,NO,Agriculture,545313.64
GB25ZITK99828664498124,Murray LLC,DK,Textile,289532.24
GB18AETK34878201242203,"Beck, Simpson and Robinson",DK,Shipping,1725042.96
GB12PYSZ61379883188569,"Hernandez, Brown and Bryant",FI,Shipping,736334.45
GB15DKIS77544902910750,Petersen PLC,NO,Agriculture,1693536.03
GB46IUXT37614144301129,Tran-Rodgers,DK,,548958.68
GB54RIVY67566106183588,Le and Sons,FI,Consulting,74536.23
GB91ANPL86005032098686,Krause Group,NO,Consulting,59686.81
GB86DOQN55501734535258,"Richardson, Jordan and Jenkins",FI,Consulting,640504.58
GB95ROKR82558283239125,Robertson-Travis,FI,Shipping,168158.76
GB93JMYG63246155190632,Davis-Williams,NO,Consulting,1288728.2
GB72PFSP57003755534592,Mayo LLC,SE,Shipping,122198.78
GB74FIPW73904524731088,"Oliver, Oconnor and Hall",FI,Agriculture,887960.55
GB04DYUY84486543485395,Collins LLC,SE,Agriculture,1131728.74
GB72NDSI40964566777062,"Martinez, Craig and Smith",FI,Agriculture,1700323.93
GB86KQSO97265178336399,Moore Inc,FI,Shipping,246741.87
GB38ROPQ36765634256913,Hernandez-Melendez,SE,Textile,619028.77
GB59LETH38156985486501,"Weaver, Montgomery and Collins",DK,Electronics,1735448.61
GB65CXUH27807979571545,Johnston-Bishop,DK,Shipping,756104.14
GB30SLBH03222079355482,Smith-Johnston,FI,Agriculture,755921.32
GB85BXDT80590261929955,Smith LLC,DK,Electronics,1326761.22
GB27JTWR19217110445981,West Ltd,SE,Textile,1682857.03
GB52JHSJ11490734111626,Murray Group,FI,Consulting,73251.92
GB21FPZG69930189965824,"Francis, Copeland and Hernandez",NO,Consulting,98597.89
GB60XZRE05590423663308,Sanders-Collier,SE,,176670.53
GB64PFUP90976940678700,"Bishop, Perez and Hunter",NO,Electronics,1012326.91
GB28EZCP25888138134113,Ramos-Phillips,FI,Electronics,277931.81
GB30BQDL24451425629055,Holmes Inc,DK,Agriculture,1194965.6
GB08SNCU56838448311498,Huffman and Sons,SE,Electronics,1011219.59
GB37ZHTL46007140809988,Mendoza PLC,NO,Textile,235190.72
GB29UNMH86067247820849,Butler-Walker,FI,Agriculture,117811.85
GB09WYWP58827558638666,"Davis, Miller and Larson",NO,Consulting,1573999
GB52FATG47700698155886,Morgan Ltd,NO,Electronics,465471.41
GB95XVOH91733336867805,"Lopez, Flores and Atkins",FI,Consulting,689632.28
GB74MCWS17518139587652,Hansen Group,DK,Consulting,506985.67
GB57THXC16098513582999,Anderson LLC,FI,Agriculture,1587343.3
GB91VJPK03624762574086,"Adams, Smith and Hale",FI,Shipping,1944401.86
GB85TXOL65950810585947,Lloyd-Martinez,NO,Electronics,1693397.89
GB08OLBD07612164472935,"Serrano, Bryant and Armstrong",NO,Shipping,1024830.54
GB47NCNS41388863866108,Cardenas-Eaton,DK,Textile,773346.64
GB50HRLZ97650323841786,Davis-Walker,SE,Consulting,1190184.6
GB25PGRR59972748660461,Mosley-Owens,DK,Consulting,87972
GB29FTSR57252717929175,Garrett-Jones,FI,Consulting,384524.37
GB53KSKN45199553707764,Huffman-Ross,SE,Agriculture,453995.02
GB08LPWY27837410014032,Ochoa PLC,NO,Agriculture,1298917.89
GB21NIYD88321218311392,"Rose, Kim and Santos",NO,Consulting,64329.27
GB60MHZT85626508227581,"Howard, Jones and Wise",DK,Electronics,955833.75
GB76NOIV44357946179288,Ramos Inc,FI,Consulting,1825599.28
GB28BUXB57053747905238,"Johnson, Ortega and Reid",NO,Agriculture,1508630.65
GB30FVPL09941905864096,Rose Group,FI,Electronics,398724.44
GB50KHTW78690061350398,Pierce-Zavala,DK,Agriculture,1547704.34
GB53DHIQ13658636726728,"Simon, Patel and Rios",NO,,1807050.49
GB82YXAH15648855187474,Conner Ltd,DK,Electronics,946376.27
GB60VCHZ11883288731820,Hammond-Archer,SE,Consulting,62581.43
GB78BTBF19024448691498,Hall and Sons,SE,Shipping,804804.87
GB30FUXT91454763121017,Lynch PLC,FI,Shipping,1008066.71
GB78NIHJ32810886221525,"Mason, Smith and Clark",NO,Shipping,1422922.3
GB85VMRZ78516041880875,"Romero, Maldonado and Taylor",SE,Shipping,1626879.47
GB20QYAY28405426107857,Jackson and Sons,DK,,415366.4
GB47GOWR92114424933135,Martin-Martinez,NO,Shipping,330438.71
GB86DBHY82818400464410,Roberts Ltd,SE,Textile,72218.58
GB27JCJN42988865620371,Moss LLC,FI,Textile,1622968.59
GB41VXHP27712986681780,Small Ltd,FI,Electronics,1957944.24
GB60ABJS50659653599714,Peters Ltd,NO,Agriculture,390797.84
GB34HELN82776317452883,Miller-Wolf,FI,Electronics,329054.87
GB62NMJR27846337579690,Rollins-Jones,SE,Consulting,1812690.03
GB04UJON28159781972728,Ramos Group,FI,Agriculture,998241.55
GB97WNDU49529624492477,"Smith, Henry and Branch",SE,Textile,617333.45
GB45BYDD13220557268132,Allen and Sons,DK,Textile,417935.04
GB86YZFN71084429091090,Turner PLC,NO,Textile,1956767.63
GB73XLNU87384316910849,"Mckay, Sanders and Figueroa",NO,Electronics,1622384.92
GB32ANEI03438380314003,Williams PLC,DK,Textile,1650469.21
GB76EZKF27870552137652,Perez LLC,NO,Consulting,61220.88
GB82DGGZ13424650125039,Jackson PLC,DK,Agriculture,401653.6
GB67JYRD86099565170017,Haley-Daniels,SE,Consulting,1854447.45
GB21KHND10072039902754,Moore LLC,DK,Shipping,1152000.93
GB37OSMJ08014196800414,"Shepard, Smith and Barton",NO,Agriculture,631441.51
GB35WDNH26418778648481,"Rice, Joseph and Ramirez",SE,Shipping,856083.55
GB61KJIP29989049786391,Long Group,DK,Consulting,55459.95
GB66HGSD03188054652727,"Stewart, Frazier and Lane",FI,Consulting,1654968.98
GB84LEGS50708038952934,"Sullivan, Jones and Smith",DK,Electronics,738813.88
GB52DIIT79104761489078,Oconnor PLC,DK,Textile,1384366.31
GB11XCOW38279116332706,Valenzuela-Ross,SE,Consulting,1722359.23
GB83TUQP83133971555968,Thompson Ltd,SE,Consulting,851709.69
GB70AHJW96332031502180,Morris-Sherman,FI,Textile,387140.23
GB60VZGB48190809814024,Powers-Moore,SE,Shipping,393325.51
GB09QSTZ97372989831394,Reynolds-Evans,DK,Textile,1558579.74
GB09CEXR15236148445453,Arias-Mcdonald,NO,Shipping,407848.14
GB49ODYQ12973141410197,Guzman Inc,FI,Electronics,792528.88
GB43MYEI38358707399830,"Buchanan, Rice and Mclean",NO,Consulting,1238337.74
GB35AXMC73828519063933,Harmon-Mitchell,NO,Agriculture,1163053.59
GB73QXQH87719403484903,"Jenkins, Peterson and Estrada",FI,Agriculture,589857.38
GB44QTTK59392663824614,Davidson-Patel,SE,Agriculture,1815243.2
GB24JPAY82923896761594,"Davis, Duffy and Berg",DK,Consulting,1286886.73
GB05YHZF78098639283554,"Johnson, Griffith and Stevens",FI,Agriculture,1975871.32
GB51KBES04007407323076,Butler-David,DK,Agriculture,912881.61
GB09JDCE78847175400156,"Austin, Sanders and Stewart",NO,Electronics,1368383.73
GB03PPCC81198003930212,Williams Group,SE,Shipping,1169709.94
GB19IYXS74968451244217,Wilkerson-Strong,SE,Textile,1289935.3
GB73XWBL93999753193262,Wallace and Sons,DK,Shipping,1516314.92
GB86KOIJ20442678321697,"Rosario, Mills and Lowe",NO,Agriculture,371761.36
GB19WHIO92057342012020,Knapp LLC,SE,Shipping,790469.49
GB53KUYT33434377018554,"Diaz, Edwards and Anderson",FI,Electronics,208244.23
GB22XBEK21645639600787,Henson and Sons,NO,Agriculture,504247.06
GB81YBQS39425441930316,Trujillo Group,DK,Shipping,740924.39
GB43INOB66507426650390,Jones PLC,NO,Agriculture,91806.89
GB13KCTJ02278810091278,Benson-Carrillo,SE,Shipping,1135327.01
GB28URNV35898392594730,"Stone, Adams and Stevenson",NO,Textile,1101923.7
GB44IERZ03162641852887,Pearson-George,SE,Shipping,1670487.88
GB40WZSC59298184417409,"Cooper, Martin and Williams",DK,Consulting,536020.39
GB49PBXK30574932148336,Gould PLC,DK,Agriculture,937998.12
GB14VLKA86784603948264,"Clark, Gill and Davis",DK,Consulting,72065.9
GB46IUXT37614144301129,Tran-Rodgers,DK,,548958.68
GB64ULXX63972933482635,Webb PLC,SE,Textile,187694.28
GB60XSZA71972445363525,"Johnson, Callahan and Weaver",DK,Shipping,1787002.11
GB80AQUB05890671273503,Sandoval PLC,SE,Electronics,1407728.03
GB64GEMB64457307131035,Hood-Davis,SE,Consulting,471555.48
GB92HHMC92350930548175,Simmons-Riley,NO,Consulting,53358.38
GB07KMJM10660436372847,Mccullough-Braun,DK,Textile,655560.3
GB04KEDA30812833956224,Sandoval-Nguyen,NO,Textile,1982963.22
GB60WHZJ26537075368238,Mcintosh PLC,NO,Consulting,1946798.31
GB96EBMP38639046388660,Bautista Inc,NO,Shipping,1334433.9
GB82BXWB45541912671766,Perez-Palmer,NO,Agriculture,388323.86
GB61JNIZ05273256717069,Hughes-Dunn,FI,Electronics,1989362.74
GB57RFQD17996596548553,"Maynard, Stevenson and Scott",NO,Shipping,1120928.27
GB36IBYC58030914168092,Alexander LLC,FI,Shipping,1466069.62
GB55OHPK22008835070422,Smith and Sons,NO,Electronics,1720000.46
GB40ABEZ76953538814049,Gordon-Hudson,NO,Electronics,1833451.86
GB89PPHQ93498427721840,"Stewart, Mccann and Young",DK,Consulting,895671.92
GB33NWSN47159426200358,Davis-Benson,SE,Shipping,1363981.32
GB48NVVY91337865195114,"Hudson, Terry and Hoffman",FI,Agriculture,1180739.37
GB29HVDK00352795383423,"Good, Gill and Moore",FI,Shipping,1008951.02
GB26OOQN92370524857895,"Cisneros, Hughes and Vasquez",SE,Shipping,1387075.84
GB57YSRD63767728915793,Jackson-Payne,FI,Consulting,462349.58
GB42CBIS11509823439357,Reed-Brooks,NO,Agriculture,230334.43
GB31KXNI79620170548958,Marshall-Brown,SE,Textile,581272.88
GB22LOUB99157715291986,"Lane, Cardenas and Nelson",NO,Textile,1752781.67
GB78XAAU07647339533046,Scott Ltd,DK,Consulting,57677.33
GB71NOVS12564009019239,Martinez-Johnson,DK,Shipping,887885.17
GB02WSVL08404841149097,Leblanc Inc,FI,Shipping,1425868.48
GB20XFNN00671841383778,Elliott-Salinas,SE,Consulting,1447547.45
GB83EGAY29307823810252,Maddox-Harris,FI,Shipping,172228.78
GB33NHZC46767540263308,"Avery, Martinez and Adams",SE,Shipping,534786.03
GB63POIC51218828106271,Duncan-Mckee,DK,Textile,1372875.06
GB27JSZA37209254429271,Duran LLC,NO,Electronics,631885.33
GB88HIFW58841374970179,Christensen LLC,FI,Consulting,1191721.52
GB68BHGO92896380445545,Harris Ltd,DK,Textile,152693.51
GB23SLNB29813020946093,Estrada Group,SE,Agriculture,346127.03
GB83ADJT67870236686500,Hendricks-Summers,FI,Agriculture,187381.98
GB11KAYT60756631069931,"Velez, Ryan and Campbell",NO,Textile,95935.43
GB86YBWG28694617722560,Sanchez Inc,DK,Textile,1406342.22
GB25MGJX38763928586554,Jordan-Francis,SE,Electronics,977118.83
GB07WZSY80132753425662,Davis Ltd,DK,Consulting,399822.9
GB55DWRF27268247282651,Taylor-Taylor,NO,Agriculture,160743.07
GB58TXOF64871645153756,"Price, Schmidt and Velez",FI,Agriculture,697247.25
GB88JTQD46923299856696,Smith-Guerrero,FI,Consulting,1249657.99
GB26GFKY55255184821435,Diaz LLC,NO,Shipping,210245.5
GB69BHKP79967465902111,"King, Hood and Anderson",FI,Shipping,1729604.66
GB48OEDU85193376834656,Willis Group,SE,,1383337.08
GB16UEXI30524989535110,"Mendoza, Johnson and Gardner",NO,,617657.94
GB26PPNE71666918385366,"Hall, James and Porter",NO,Agriculture,1157347.76
GB76REBG22098501752347,Paul-Moran,NO,Textile,1062816.8
GB92HFVU38244403942473,Perry Group,DK,Shipping,661591.84
GB51TTEO75413442033167,Wright-Carlson,FI,Agriculture,1699183.6
GB42NXIR25092902718624,West-Acevedo,DK,Shipping,1795357.12
GB21XHFH77027701827687,Jennings-Jordan,DK,Agriculture,1341717.33
GB16EWWF65937692352912,Howard-Kelley,DK,Electronics,584230.63
GB84VRGQ80652983449384,Wade-Owens,SE,Electronics,1248438.09
GB85LMWX63714623801505,Green-Harding,SE,Consulting,1950852.73
GB40DZNP43448788437676,Calhoun-Cunningham,FI,Consulting,1327160.14
GB06ZMFQ97896665277298,"Hancock, Powers and Wilson",DK,Consulting,1950877.74
GB95GPBR71790854475662,Moore Group,DK,Agriculture,723180.62
GB55OLKX97711946916888,Wolfe-Martin,NO,Agriculture,509258.57
GB58MOVU90972472196941,Bates Group,DK,Agriculture,1555834.4
GB48VRMY45462969711576,Cervantes-Aguirre,FI,Shipping,583001.34
GB95LSIH59668852073207,Steele Inc,FI,Shipping,1001949.63
GB71ZNJL78355935496078,Martin Inc,SE,,237253.5
GB35MFLI15684473505964,Williamson PLC,SE,Shipping,1494856.28
GB17SIKS51835004831526,Clark-Williams,FI,Agriculture,948852.46
GB84SGXM92151120584632,Johnson Ltd,DK,Agriculture,755445.01
GB67ZLEB59108092953458,Jordan Group,SE,Consulting,60634.64
GB28CUET96478753255417,Miranda Group,NO,Consulting,59143.73
GB16GTSS00401399604398,Camacho-Peterson,NO,Shipping,148404.69
GB43BCST92362385571510,"Mcdaniel, Moss and Jones",DK,Consulting,1350358.29
GB06LGQF71388357923824,Ortiz and Sons,NO,Consulting,89711.98
GB29PYDU88864978143251,"Watson, Wilkinson and Lopez",NO,Consulting,1517960.34
GB40TRIB60600546098221,Farmer Inc,DK,Electronics,1897181.5
GB77ZIWI72493622299134,"Serrano, Rodriguez and Stewart",DK,Shipping,1472608.85
GB45VOVG51700785225033,Jackson-Wood,SE,Consulting,1031195.94
GB83EMRQ71854519321201,Rivers Ltd,DK,Consulting,1351903.54
GB59DPJV46991751746073,Moran Ltd,FI,Agriculture,1433367.26
GB53BRUI51312674145712,Hayes-Foster,DK,Textile,67030.41
GB23WGFO05350642620475,"Bailey, Black and Huynh",FI,Textile,1582770.67
GB15PJXX83730834200148,Jimenez-Gregory,NO,Consulting,166017.51
GB06CDCU50270168045787,Nguyen-Smith,FI,Consulting,1451566.85
GB27CDOC16865932166802,"Newman, Richards and Hernandez",FI,Shipping,729528.04
GB26HHZW25052530392426,Bradley-Morgan,SE,,390533.88
GB61PTZN71660811740593,Gonzales-Griffin,FI,Agriculture,240952.27
GB09EDAN57980066781140,Hill PLC,FI,Shipping,280060.38
GB19DZTB83276430786006,"Stein, Nguyen and Warren",SE,Agriculture,126129.18
GB50FYZP14799846977254,"Norris, Garcia and Fischer",SE,Consulting,157400.87
GB92MNUR82275386398532,Ellis-Nunez,FI,Consulting,997468.9
GB04TVKV02390946549074,"Ryan, Greene and Gonzalez",DK,Consulting,1940306.58
GB30KIMC22815246710147,Bowman-Bird,DK,Agriculture,1076402.05
GB87JEUD79830758133970,Johnson Group,NO,Electronics,1692623.9
GB79RKYQ60921049816709,Mcmahon Ltd,DK,Electronics,668235.83
GB52ZMYK20718552919742,Smith-Jones,DK,Textile,351989.96
GB56VUAZ54277122437440,"Ruiz, Delgado and Small",NO,Agriculture,1768343.26
GB56TUWS02851058930461,Anderson-Hurley,NO,Electronics,1982466.66
GB51NATY17438650551936,Cook Group,DK,Textile,934716.14
GB96PAYT83423641166984,Huynh-Moreno,NO,Agriculture,987201.28
GB86SPEL08611155136723,Kramer Ltd,NO,Consulting,215806.66
GB14UJZZ25905526273125,Quinn-Martin,FI,Textile,249243.34
GB11EHWL18654353841520,"Guerrero, Meyer and Vasquez",NO,Consulting,58014.12
GB25CLAH34409038153964,Williams Group,NO,Consulting,1250849.45
GB58ZQZT43202200590684,Smith PLC,DK,Electronics,855268.33
GB35JXVD83537784866997,Dean and Sons,FI,Agriculture,1109307.66
GB79NJQE98702611469385,Bennett-Henderson,NO,Consulting,489599.95
GB79FUWY58268150685329,"Hancock, Underwood and Carter",FI,Textile,435950.19
GB10FQRC36088199816811,Ross PLC,DK,Textile,1886537.24
GB07UMMC27743008991445,Stevenson-Garcia,NO,Consulting,957297.93
GB07JFRT55536261651549,"Potter, Hurst and Henry",DK,Textile,763516.12
GB71ARZZ36807808429714,"Nelson, Sanchez and Wilson",SE,Consulting,720565.9
GB24GODM93613751148376,"Ball, James and Maddox",NO,Agriculture,421231.62
GB50UBPU37299574077927,"Baxter, Hayes and Lewis",FI,Consulting,990710.87
GB69KGIL11830929928255,"Smith, Gallagher and Knox",DK,Shipping,1231481.95
GB20UWOR55177554232606,Andrews-Knapp,FI,Textile,1213282.98
GB83RYYX54398275634552,Gray-Henson,DK,Consulting,886468.55
GB06UMEU31051224119981,"Chambers, Curtis and Graves",FI,Agriculture,116234.2
GB09CGHX49620938402297,Hartman LLC,FI,Shipping,1155405.36
GB11TJPQ73543225503068,"Scott, Nelson and Hoover",NO,,515785.63
GB93UMSW62744652221908,Ward-Baker,FI,Electronics,1694981
GB32XGAQ79731054417227,"Lindsey, Brown and Bennett",FI,Textile,1237780.75
GB97QXBN41512538513571,Hanson-James,SE,Electronics,1909633.24
GB62FJRB10797039435285,Moore-Lamb,NO,Textile,886049.75
GB31FBOP99329196390260,Horton Ltd,SE,Textile,1208601.27
GB45LHFL31806006216054,Howell Inc,DK,Consulting,1549178
GB67CMIH08358571166874,Pugh-King,SE,Shipping,181807.91
GB87HYYF25095370319625,"Evans, Blake and Eaton",SE,Agriculture,1955580.88
GB34AWIK93354525799722,"West, Johnson and Rodriguez",FI,Consulting,1564598.93
GB86XIJZ92235731038460,Kelley-Fox,FI,Consulting,66848.44
GB89FOYK56800707679464,Hodge and Sons,SE,Consulting,1573997.13
GB05EEGM03719897623180,Sullivan and Sons,SE,Agriculture,957021.4
GB28DJBN79957678218584,"Vega, Kennedy and Francis",FI,Agriculture,661778.41
GB91PZEF55230238457274,Williams-Ferrell,DK,Agriculture,1589316.9
GB55RQYF25734029447732,Espinoza-Freeman,FI,Textile,1504300.45
GB76SYFM34262998629647,Rogers-Snow,SE,Electronics,85279.31
GB79RYQC74596329119830,Moody PLC,NO,Shipping,760300.13
GB56TFXR49448922607277,Miller Ltd,SE,Consulting,255177.71
