customer_id,transaction_id,currency,transaction_date,value_date,payment_date,booking_date,type_description,transaction_type,narrative,status,counterparty_name,amount,is_fraud,card_number,message,own_message,amount_f
CUST00322,c084b255-6ba3-48d9-9ae3-b17ecb261491,NOK,2025-04-02 09:30:18,2025-04-03 09:30:18,2025-04-05 09:30:18,2025-04-07 09:30:18,Swish,swish,Swish payment to Johansson Larsson AB,billed,Johansson Larsson AB,6459.19,0,,Membership payment,Sports club 2025,6459.19
CUST00518,a710e9e4-d880-4945-9ff0-ca82a0db97b4,DKK,2025-04-02 14:22:54,2025-04-02 14:22:54,2025-04-03 14:22:54,2025-04-03 14:22:54,Överföring,transfer,Transfer to Nguyen Gruppen,billed,Nguyen Gruppen,1734.17,0,,,,1734.17
CUST00421,d3016a71-abc0-4a0d-a6f1-3da29759d0ba,EUR,2025-04-03 03:11:55,2025-04-04 03:11:55,2025-04-06 03:11:55,2025-04-06 03:11:55,Överföring,transfer,Transfer to Ødegård-Engen,billed,Ødegård-Engen,309.32,0,,,,309.32
CUST00458,f749f998-7a3b-4d70-b201-5460c8fc1e76,DKK,2025-04-03 21:40:16,2025-04-05 21:40:16,2025-04-07 21:40:16,2025-04-09 21:40:16,Kortköp,card,Card payment at Amundsen-Ruud ASA,billed,Amundsen-Ruud ASA,6177.64,0,2076 2932 9104 2527,,,6177.64
CUST00218,d8f26ed8-d88a-44e5-b345-a4b4ce11c831,EUR,2025-04-02 00:04:03,2025-04-04 00:04:03,2025-04-04 00:04:03,2025-04-05 00:04:03,Autogiro,autogiro,Direct debit to Halvorsen Gruppen,billed,Halvorsen Gruppen,576.62,0,,,,576.62
CUST00022,5c2756b7-15e6-491d-b27c-7e0f04ad746b,SEK,2025-04-02 19:38:29,2025-04-02 19:38:29,2025-04-02 19:38:29,2025-04-03 19:38:29,Överföring,transfer,Transfer to Bøe ASA,billed,Bøe ASA,12501.88,0,,,,12501.88
CUST00929,89c9424f-e0c8-4d6e-9f7c-0966b1250be2,SEK,2025-04-02 17:51:17,2025-04-03 17:51:17,2025-04-05 17:51:17,2025-04-07 17:51:17,Autogiro,autogiro,Direct debit to Kämäräinen Karppinen Osk,billed,Kämäräinen Karppinen Osk,1278.45,0,,,,1278.45
CUST00687,a1431d6c-fe4c-42f9-a3b2-84265ec59238,EUR,2025-04-03 00:38:37,2025-04-03 00:38:37,2025-04-04 00:38:37,2025-04-06 00:38:37,Överföring,transfer,Transfer to Saarinen,billed,Saarinen,2338.45,0,,,,2338.45
CUST00364,562d85e5-5b60-42db-84e2-def78cb0ebd8,EUR,2025-04-02 23:17:34,2025-04-02 23:17:34,2025-04-03 23:17:34,2025-04-04 23:17:34,Kortköp,card,Card payment at Green-Knox,billed,Green-Knox,5929.06,0,5315 2303 2338 7737,,,5929.06
CUST00015,c0b9dbe1-f084-441b-955c-b4e9f136321a,SEK,2025-04-03 13:00:59,2025-04-04 13:00:59,2025-04-06 13:00:59,2025-04-08 13:00:59,Swish,swish,Swish payment to Royal van Northeim,billed,Royal van Northeim,9663.82,0,,Membership payment,Sports club 2025,9663.82
CUST00196,45802d18-b099-444d-9698-77e5d3fcc09f,EUR,2025-04-03 15:08:18,2025-04-05 15:08:18,2025-04-06 15:08:18,2025-04-07 15:08:18,Insättning,deposit,Deposit from Bakker Logistiek,billed,Bakker Logistiek,462.95,0,,,,462.95
CUST00654,576a01c2-e603-4737-90b7-054affeb7bb0,EUR,2025-04-03 11:56:19,2025-04-04 11:56:19,2025-04-06 11:56:19,2025-04-08 11:56:19,Insättning,deposit,Deposit from Erickson LLC,billed,Erickson LLC,1348.41,0,,,,1348.41
CUST00266,21783ec8-785b-4210-bbd5-c528edb487e4,SEK,2025-04-03 01:04:07,2025-04-04 01:04:07,2025-04-04 01:04:07,2025-04-06 01:04:07,Kortköp,card,Card payment at Jennings and Sons,billed,Jennings and Sons,14052.66,0,3698 4742 1814 2621,,,14052.66
CUST00408,ac18ab42-53b5-4502-9260-79d3639a51c6,EUR,2025-04-02 16:49:13,2025-04-02 16:49:13,2025-04-04 16:49:13,2025-04-04 16:49:13,Autogiro,autogiro,Direct debit to Thygesen & Søn A/S,billed,Thygesen & Søn A/S,4297.40,0,,,,4297.4
CUST00137,45cfd29f-fdb0-4601-94c0-eaca8e299e08,SEK,2025-04-03 12:02:43,2025-04-04 12:02:43,2025-04-06 12:02:43,2025-04-07 12:02:43,Insättning,deposit,Deposit from Kjeldsen & Søn A/S,billed,Kjeldsen & Søn A/S,921.72,0,,,,921.72
CUST00793,6c759415-ecd4-4f6b-a8e5-44883c18ebd9,EUR,2025-04-02 16:32:55,2025-04-02 16:32:55,2025-04-04 16:32:55,2025-04-04 16:32:55,Autogiro,autogiro,"Direct debit to Keith, Haas and Montoya",billed,"Keith, Haas and Montoya",7227.47,0,,,,7227.47
CUST00316,4e65389c-e009-416f-ae6c-8d4d6f67e1a7,EUR,2025-04-03 09:14:41,2025-04-05 09:14:41,2025-04-06 09:14:41,2025-04-07 09:14:41,Autogiro,autogiro,Direct debit to Pedersen & Søn A/S,billed,Pedersen & Søn A/S,10099.95,0,,,,10099.95
CUST00749,0bd2aaac-5c40-484a-b124-8af33250d678,EUR,2025-04-02 03:55:01,2025-04-03 03:55:01,2025-04-04 03:55:01,2025-04-05 03:55:01,Autogiro,autogiro,Direct debit to Niiranen Räsänen ry,billed,Niiranen Räsänen ry,711.64,0,,,,711.64
CUST00651,7ee83000-7a6b-4f8c-b953-c0195ad9e1b1,DKK,2025-04-02 19:56:53,2025-04-04 19:56:53,2025-04-05 19:56:53,2025-04-05 19:56:53,Överföring,transfer,Transfer to Lindahl Johansson AB,billed,Lindahl Johansson AB,13311.93,0,,,,13311.93
CUST00808,6b8a0a4c-1b2e-446c-bdb0-60754737b061,EUR,2025-04-02 15:22:15,2025-04-04 15:22:15,2025-04-05 15:22:15,2025-04-05 15:22:15,Insättning,deposit,Deposit from Mathisen-Gundersen,billed,Mathisen-Gundersen,6939.75,0,,,,6939.75
CUST00010,94fa255f-6da6-4600-ae2b-ab92f1e14d14,DKK,2025-04-03 08:49:03,2025-04-05 08:49:03,2025-04-07 08:49:03,2025-04-07 08:49:03,Överföring,transfer,Transfer to Mattila Oyj,billed,Mattila Oyj,390.45,0,,,,390.45
CUST00610,9b7d905a-57d5-416c-ac71-0b68cd856d32,DKK,2025-04-03 08:12:24,2025-04-05 08:12:24,2025-04-06 08:12:24,2025-04-07 08:12:24,Insättning,deposit,Deposit from Savolainen Osk,billed,Savolainen Osk,11439.49,0,,,,11439.49
CUST00628,79f771c1-9cf0-4854-ad55-e21159434cb4,EUR,2025-04-02 12:01:05,2025-04-04 12:01:05,2025-04-06 12:01:05,2025-04-06 12:01:05,Insättning,deposit,Deposit from Johnson-Price,billed,Johnson-Price,1023.43,0,,,,1023.43
CUST00651,0bcbf7b9-ab7d-44f4-ba6e-84820db04347,DKK,2025-04-02 09:32:56,2025-04-02 09:32:56,2025-04-02 09:32:56,2025-04-04 09:32:56,Autogiro,autogiro,Direct debit to Johnsen A/S,billed,Johnsen A/S,2150.34,0,,,,2150.34
CUST00364,35604649-2434-4ac9-84b4-baef945b3dd7,EUR,2025-04-03 01:23:17,2025-04-05 01:23:17,2025-04-06 01:23:17,2025-04-06 01:23:17,Insättning,deposit,Deposit from Andersson & Eriksson HB,billed,Andersson & Eriksson HB,6453.51,0,,,,6453.51
CUST00887,2cf37d53-b752-4d69-9c46-fd1b92fff785,NOK,2025-04-02 20:41:37,2025-04-04 20:41:37,2025-04-06 20:41:37,2025-04-06 20:41:37,Swish,swish,Swish payment to Evensen AS,billed,Evensen AS,40.85,0,,Membership payment,Sports club 2025,40.85
CUST00658,5a3ab332-a382-460e-93c4-9493ac38b9d2,EUR,2025-04-03 10:11:35,2025-04-05 10:11:35,2025-04-07 10:11:35,2025-04-09 10:11:35,Autogiro,autogiro,Direct debit to Hänninen Aalto Osk,billed,Hänninen Aalto Osk,1612.40,0,,,,1612.4
CUST00785,d8d8467a-9286-4289-acae-ef83b1bb5f1f,EUR,2025-04-02 19:00:30,2025-04-02 19:00:30,2025-04-03 19:00:30,2025-04-05 19:00:30,Insättning,deposit,Deposit from Thomsen & Søn A/S,billed,Thomsen & Søn A/S,19506.55,0,,,,19506.55
CUST00913,1b62f672-fdac-4a87-9173-acc53f4d905f,SEK,2025-04-03 01:30:23,2025-04-03 01:30:23,2025-04-05 01:30:23,2025-04-05 01:30:23,Överföring,transfer,Transfer to Tervo,billed,Tervo,7324.05,0,,,,7324.05
CUST00228,6f44f2e2-435e-44a3-982c-b1d3e7daa4a6,EUR,2025-04-02 14:53:48,2025-04-03 14:53:48,2025-04-04 14:53:48,2025-04-04 14:53:48,Autogiro,autogiro,Direct debit to Brandt ApS,billed,Brandt ApS,13357.86,0,,,,13357.86
CUST00478,3b01473a-d38e-4e0c-b045-d82acf49d9fc,EUR,2025-04-03 13:26:11,2025-04-03 13:26:11,2025-04-04 13:26:11,2025-04-06 13:26:11,Kortköp,card,Card payment at Hämäläinen Häkkinen Tmi,billed,Hämäläinen Häkkinen Tmi,2792.41,0,4921 6386 5791 4910,,,2792.41
CUST00330,6ea61155-fbde-4e54-a280-6750f3b99598,EUR,2025-04-03 15:18:45,2025-04-05 15:18:45,2025-04-07 15:18:45,2025-04-08 15:18:45,Överföring,transfer,Transfer to Sørensen & Søn ApS,billed,Sørensen & Søn ApS,8746.70,0,,,,8746.7
CUST00634,92eeed04-3783-420d-a778-89a140f98fb9,DKK,2025-04-03 10:24:45,2025-04-03 10:24:45,2025-04-05 10:24:45,2025-04-07 10:24:45,Kortköp,card,Card payment at Meijburg & Co,billed,Meijburg & Co,7211.14,0,3556 9569 3679 2201,,,7211.14
CUST00652,bef0284b-ad0a-4ec6-9c9d-7f4be16ab497,EUR,2025-04-02 05:11:49,2025-04-02 05:11:49,2025-04-03 05:11:49,2025-04-04 05:11:49,Kortköp,card,Card payment at Mäkinen Jääskeläinen Oyj,billed,Mäkinen Jääskeläinen Oyj,8536.13,0,2550 9370 2289 6232,,,8536.13
CUST00262,4e7633cc-3dc7-4b7b-bab6-15b5b8318f6c,DKK,2025-04-03 12:06:07,2025-04-05 12:06:07,2025-04-07 12:06:07,2025-04-09 12:06:07,Autogiro,autogiro,Direct debit to Luoma Kemppainen Tmi,billed,Luoma Kemppainen Tmi,1068.36,0,,,,1068.36
CUST00475,2de74cf2-bb24-49d1-bb2b-66d4d0f8a8a4,DKK,2025-04-02 03:46:31,2025-04-03 03:46:31,2025-04-03 03:46:31,2025-04-04 03:46:31,Överföring,transfer,Transfer to Stichting Peterse,billed,Stichting Peterse,7071.33,0,,,,7071.33
CUST00454,3450315a-9351-42ee-b435-fb0bfed5622b,SEK,2025-04-03 21:16:19,2025-04-04 21:16:19,2025-04-06 21:16:19,2025-04-08 21:16:19,Kortköp,card,Card payment at Bøe-Sivertsen & co.,billed,Bøe-Sivertsen & co.,309.88,0,7589 3132 7305 4560,,,309.88
CUST00189,718a26f4-6cad-400e-a86e-c90532a77683,EUR,2025-04-03 05:28:00,2025-04-03 05:28:00,2025-04-04 05:28:00,2025-04-06 05:28:00,Överföring,transfer,Transfer to Carlsson Andersson HB,billed,Carlsson Andersson HB,12337.28,0,,,,12337.28
CUST00781,c62686d9-acf2-4393-8e23-b921a2395979,NOK,2025-04-02 09:27:59,2025-04-03 09:27:59,2025-04-04 09:27:59,2025-04-05 09:27:59,Swish,swish,Swish payment to Knudsen & Søn ApS,billed,Knudsen & Søn ApS,2068.92,0,,Membership payment,Sports club 2025,2068.92
CUST00980,761c2613-b7fc-499a-8ef0-1628f4446f7b,SEK,2025-04-03 20:09:15,2025-04-05 20:09:15,2025-04-05 20:09:15,2025-04-06 20:09:15,Överföring,transfer,Transfer to van Luxemburg & Jdotte,billed,van Luxemburg & Jdotte,9844.36,0,,,,9844.36
CUST00041,aa7f8f77-e133-488b-829c-7fa5bbda6f89,NOK,2025-04-03 13:23:11,2025-04-05 13:23:11,2025-04-07 13:23:11,2025-04-09 13:23:11,Överföring,transfer,Transfer to Dümmen Orange,billed,Dümmen Orange,2279.03,0,,,,2279.03
CUST00618,6faacd30-f7af-462c-86cd-22c1dae34279,EUR,2025-04-03 12:19:06,2025-04-04 12:19:06,2025-04-06 12:19:06,2025-04-07 12:19:06,Insättning,deposit,Deposit from Simonsen & Søn A/S,billed,Simonsen & Søn A/S,1565.98,0,,,,1565.98
CUST00993,89d2e73e-c9d8-4901-bf73-fa3041d205a9,SEK,2025-04-03 21:10:12,2025-04-05 21:10:12,2025-04-07 21:10:12,2025-04-08 21:10:12,Swish,swish,Swish payment to Lund BA,billed,Lund BA,9439.07,0,,Membership payment,Sports club 2025,9439.07
CUST00199,df3a82bd-b478-4e0c-a120-5840716fe3f5,EUR,2025-04-03 17:11:38,2025-04-03 17:11:38,2025-04-05 17:11:38,2025-04-06 17:11:38,Överföring,transfer,"Transfer to Arnesen, Andersen og Haugen",billed,"Arnesen, Andersen og Haugen",6640.70,0,,,,6640.7
CUST00274,481d6550-bfd5-40fd-95b8-c4ca2ec18ff5,SEK,2025-04-03 18:41:16,2025-04-05 18:41:16,2025-04-07 18:41:16,2025-04-07 18:41:16,Kortköp,card,"Card payment at Bennett, Oliver and Bauer",billed,"Bennett, Oliver and Bauer",13630.08,0,6936 8411 3516 9639,,,13630.08
CUST00169,438d261f-052b-45bf-8921-14a304ac010e,NOK,2025-04-02 10:41:24,2025-04-04 10:41:24,2025-04-06 10:41:24,2025-04-06 10:41:24,Överföring,transfer,Transfer to Hedberg & Eriksson AB,billed,Hedberg & Eriksson AB,1131.02,0,,,,1131.02
CUST00822,c68d2e72-985b-4668-a278-7f6c11ae006e,NOK,2025-04-02 07:37:15,2025-04-03 07:37:15,2025-04-05 07:37:15,2025-04-07 07:37:15,Autogiro,autogiro,Direct debit to Sandberg & Johansson AB,billed,Sandberg & Johansson AB,11209.24,0,,,,11209.24
CUST00169,8773ae8a-7013-4762-9d4a-2b4a6c1e07e2,NOK,2025-04-02 20:41:04,2025-04-03 20:41:04,2025-04-05 20:41:04,2025-04-07 20:41:04,Överföring,transfer,Transfer to Riikonen Kaikkonen As Oy,billed,Riikonen Kaikkonen As Oy,11084.35,0,,,,11084.35
CUST00980,35a2aa05-951a-4696-9435-e9f707abbbee,SEK,2025-04-03 02:17:44,2025-04-05 02:17:44,2025-04-06 02:17:44,2025-04-08 02:17:44,Kortköp,card,Card payment at Lindgren Eriksson HB,billed,Lindgren Eriksson HB,2990.50,0,4355 2157 8306 4730,,,2990.5
CUST00072,4d593c14-82db-44f3-92c3-c305b8227841,DKK,2025-04-03 22:41:12,2025-04-04 22:41:12,2025-04-05 22:41:12,2025-04-06 22:41:12,Swish,swish,Swish payment to Tiainen Nykänen As Oy,billed,Tiainen Nykänen As Oy,2476.47,0,,Membership payment,Sports club 2025,2476.47
CUST00900,d0075f79-1774-4846-a012-803bf45306bc,DKK,2025-04-03 20:52:29,2025-04-04 20:52:29,2025-04-06 20:52:29,2025-04-06 20:52:29,Kortköp,card,Card payment at Laitinen,billed,Laitinen,7186.45,0,7217 6910 1828 3334,,,7186.45
CUST00115,aa013ab9-fcb2-4643-90cb-75bdb7407845,EUR,2025-04-02 01:29:07,2025-04-02 01:29:07,2025-04-02 01:29:07,2025-04-03 01:29:07,Kortköp,card,Card payment at Brown-Williams,billed,Brown-Williams,1079.17,0,6041 6845 9549 8603,,,1079.17
CUST00057,f37a8ed7-e7ba-4e10-979f-5e2a30c869a7,SEK,2025-04-03 01:33:41,2025-04-03 01:33:41,2025-04-05 01:33:41,2025-04-05 01:33:41,Kortköp,card,Card payment at Abbott,billed,Abbott,13161.53,0,4724 9400 1875 7910,,,13161.53
CUST00197,2f54a479-01be-4a20-bbb4-2117ffb99bcd,EUR,2025-04-03 20:42:53,2025-04-05 20:42:53,2025-04-05 20:42:53,2025-04-06 20:42:53,Kortköp,card,Card payment at Jørgensen Gruppen,billed,Jørgensen Gruppen,17341.99,0,9125 7276 4411 3795,,,17341.99
CUST00747,d57517a6-3c6d-49b7-b68c-0dcf7401427c,NOK,2025-04-03 10:03:15,2025-04-05 10:03:15,2025-04-07 10:03:15,2025-04-09 10:03:15,Insättning,deposit,Deposit from Sundqvist & Öhman HB,billed,Sundqvist & Öhman HB,2377.36,0,,,,2377.36
CUST00891,01750dd1-dfef-4733-a2b9-8611d769e4c7,DKK,2025-04-02 20:53:51,2025-04-04 20:53:51,2025-04-05 20:53:51,2025-04-05 20:53:51,Överföring,transfer,Transfer to Overgaard & Klausen A/S,billed,Overgaard & Klausen A/S,437.81,0,,,,437.81
CUST00932,cc84a54d-d3bb-49cf-93a5-d540280f6235,EUR,2025-04-03 20:29:35,2025-04-04 20:29:35,2025-04-05 20:29:35,2025-04-05 20:29:35,Insättning,deposit,Deposit from Pettersson & Gustavsson AB,billed,Pettersson & Gustavsson AB,1173.35,0,,,,1173.35
CUST00764,03fb1e1e-42d5-42d0-a57e-0377ad61620f,NOK,2025-04-02 11:54:25,2025-04-04 11:54:25,2025-04-05 11:54:25,2025-04-05 11:54:25,Autogiro,autogiro,Direct debit to Møller & Søn A/S,billed,Møller & Søn A/S,5755.67,0,,,,5755.67
CUST00137,6d25ac25-97f3-45de-b145-26b0d8b2a4ac,SEK,2025-04-03 08:21:55,2025-04-04 08:21:55,2025-04-05 08:21:55,2025-04-07 08:21:55,Kortköp,card,Card payment at Andersson Karlsson HB,billed,Andersson Karlsson HB,606.09,0,2589 6086 5911 5113,,,606.09
CUST00669,f33ab2c9-f9d1-475d-95c3-1c86daec9713,EUR,2025-04-02 19:29:24,2025-04-02 19:29:24,2025-04-04 19:29:24,2025-04-06 19:29:24,Insättning,deposit,Deposit from Dahl og Sønner,billed,Dahl og Sønner,1985.00,0,,,,1985.0
CUST00675,106bc600-155d-4943-b890-e2e0d423c737,DKK,2025-04-02 22:58:45,2025-04-04 22:58:45,2025-04-06 22:58:45,2025-04-08 22:58:45,Autogiro,autogiro,Direct debit to Kokko Pennanen ry,billed,Kokko Pennanen ry,6010.04,0,,,,6010.04
CUST00648,e4e94f49-1539-4c10-8d76-a57056c63368,NOK,2025-04-02 14:44:46,2025-04-04 14:44:46,2025-04-05 14:44:46,2025-04-05 14:44:46,Autogiro,autogiro,Direct debit to Pedersen & Søn A/S,billed,Pedersen & Søn A/S,4247.68,0,,,,4247.68
CUST00970,e4ee0a79-e94b-426d-b78d-b8879c7ab004,EUR,2025-04-03 11:54:39,2025-04-04 11:54:39,2025-04-06 11:54:39,2025-04-06 11:54:39,Swish,swish,Swish payment to Tolvanen Pehkonen Ky,billed,Tolvanen Pehkonen Ky,1709.24,0,,Membership payment,Sports club 2025,1709.24
CUST00461,c7cc2c03-99b5-49bb-a7fe-fc5f7b5f0bad,EUR,2025-04-03 22:19:27,2025-04-04 22:19:27,2025-04-06 22:19:27,2025-04-07 22:19:27,Swish,swish,Swish payment to AFAS,billed,AFAS,42.02,0,,Membership payment,Sports club 2025,42.02
CUST00455,6fe0a1bc-9b61-4d0e-bc17-979aff2711fc,SEK,2025-04-02 23:20:15,2025-04-04 23:20:15,2025-04-04 23:20:15,2025-04-06 23:20:15,Kortköp,card,"Card payment at Huffman, Hogan and Zavala",billed,"Huffman, Hogan and Zavala",1289.45,0,2452 2942 1500 4137,,,1289.45
CUST00091,60431b9f-5510-41ef-a415-626dd7b9d906,DKK,2025-04-03 07:38:37,2025-04-04 07:38:37,2025-04-04 07:38:37,2025-04-04 07:38:37,Insättning,deposit,Deposit from Helland ASA,billed,Helland ASA,4472.63,0,,,,4472.63
CUST00592,6695047a-4f42-429f-adf1-3ecc2b4cd2e3,NOK,2025-04-02 19:56:38,2025-04-03 19:56:38,2025-04-05 19:56:38,2025-04-06 19:56:38,Kortköp,card,Card payment at Kennedy-Smith,billed,Kennedy-Smith,7045.76,0,2264 7687 7593 8522,,,7045.76
CUST00702,6a3f7aef-800f-4c74-b137-351cbf047ab2,DKK,2025-04-02 00:41:44,2025-04-02 00:41:44,2025-04-04 00:41:44,2025-04-05 00:41:44,Överföring,transfer,Transfer to Kosonen Oy,billed,Kosonen Oy,848.43,0,,,,848.43
CUST00276,7fa70f78-28cb-442e-84aa-3fa6bd1d6a46,SEK,2025-04-02 19:48:52,2025-04-02 19:48:52,2025-04-02 19:48:52,2025-04-02 19:48:52,Swish,swish,Swish payment to Nordström & Holm HB,billed,Nordström & Holm HB,10044.78,0,,Membership payment,Sports club 2025,10044.78
CUST00401,18ddfdb6-c9ea-4200-93cc-60be8ede02cf,DKK,2025-04-03 00:54:56,2025-04-04 00:54:56,2025-04-05 00:54:56,2025-04-07 00:54:56,Autogiro,autogiro,Direct debit to Berge ASA,billed,Berge ASA,4200.80,0,,,,4200.8
CUST00379,7fcca09e-9149-4453-935d-0dddf27efe6c,EUR,2025-04-03 22:46:40,2025-04-04 22:46:40,2025-04-05 22:46:40,2025-04-07 22:46:40,Överföring,transfer,Transfer to Jakobsen RFH,billed,Jakobsen RFH,3496.75,0,,,,3496.75
CUST00197,7ded74db-66c8-4702-ab9f-97118e81208d,EUR,2025-04-03 18:48:47,2025-04-05 18:48:47,2025-04-06 18:48:47,2025-04-07 18:48:47,Swish,swish,Swish payment to Koninklijke van Suinvorde,billed,Koninklijke van Suinvorde,18762.91,0,,Membership payment,Sports club 2025,18762.91
CUST00085,45553ab3-433d-4d6a-8bf0-7d81e338cce9,EUR,2025-04-03 00:34:49,2025-04-03 00:34:49,2025-04-04 00:34:49,2025-04-06 00:34:49,Kortköp,card,Card payment at Fagron N.V.,billed,Fagron N.V.,6417.16,0,1344 3488 4953 4992,,,6417.16
CUST00055,f9116ba2-9fc7-4fa4-a32c-92f3bf212187,EUR,2025-04-02 21:37:27,2025-04-03 21:37:27,2025-04-05 21:37:27,2025-04-05 21:37:27,Insättning,deposit,Deposit from Stichting Stamrood,billed,Stichting Stamrood,1783.76,0,,,,1783.76
CUST00719,b331bd46-0f82-4110-89ef-ff8187b05c54,EUR,2025-04-03 22:20:46,2025-04-03 22:20:46,2025-04-04 22:20:46,2025-04-04 22:20:46,Överföring,transfer,Transfer to Puranen Leinonen Osk,billed,Puranen Leinonen Osk,13247.80,0,,,,13247.8
CUST00973,83052fec-ab48-4f7e-b031-79c13a325738,DKK,2025-04-02 16:02:30,2025-04-03 16:02:30,2025-04-03 16:02:30,2025-04-03 16:02:30,Autogiro,autogiro,Direct debit to Gustafsson ry,billed,Gustafsson ry,4269.13,0,,,,4269.13
CUST00794,e0b54744-4087-4d00-8285-6310692418b6,SEK,2025-04-02 12:00:31,2025-04-04 12:00:31,2025-04-06 12:00:31,2025-04-06 12:00:31,Autogiro,autogiro,Direct debit to Accon AVM,billed,Accon AVM,1566.54,0,,,,1566.54
CUST00726,903d98f8-b9c2-4c9c-a936-059e101197b4,SEK,2025-04-02 05:07:09,2025-04-04 05:07:09,2025-04-05 05:07:09,2025-04-05 05:07:09,Insättning,deposit,Deposit from Christensen & Iversen A/S,billed,Christensen & Iversen A/S,7060.26,0,,,,7060.26
CUST00063,a8d2b9f8-61d4-4227-b9d1-597071fe354d,SEK,2025-04-03 23:17:01,2025-04-04 23:17:01,2025-04-04 23:17:01,2025-04-05 23:17:01,Insättning,deposit,Deposit from Spanhaak BV,billed,Spanhaak BV,1876.35,0,,,,1876.35
CUST00490,e6d41850-13eb-49d8-88ed-8d566dde5358,SEK,2025-04-02 03:40:33,2025-04-03 03:40:33,2025-04-04 03:40:33,2025-04-04 03:40:33,Kortköp,card,Card payment at Bruun A/S,billed,Bruun A/S,4977.09,0,1894 4608 8101 8530,,,4977.09
CUST00059,bf8c8858-9891-42b0-b9c2-f88eee90112f,DKK,2025-04-03 17:57:22,2025-04-03 17:57:22,2025-04-04 17:57:22,2025-04-04 17:57:22,Autogiro,autogiro,Direct debit to Lahtinen Marttila Tmi,billed,Lahtinen Marttila Tmi,2286.71,0,,,,2286.71
CUST00672,0c208a50-aee4-4208-9ad2-5fd7bcb90d8d,EUR,2025-04-03 22:35:15,2025-04-05 22:35:15,2025-04-06 22:35:15,2025-04-07 22:35:15,Insättning,deposit,Deposit from Koopman International,billed,Koopman International,11510.52,0,,,,11510.52
CUST00690,7e8b5ccf-cbe9-42ee-877f-f30709aa8df1,SEK,2025-04-02 07:33:59,2025-04-04 07:33:59,2025-04-06 07:33:59,2025-04-07 07:33:59,Swish,swish,Swish payment to Heikkilä Laukkanen As Oy,billed,Heikkilä Laukkanen As Oy,1657.57,0,,Membership payment,Sports club 2025,1657.57
CUST00033,1c62c232-f627-4120-81fd-6735590d910f,NOK,2025-04-03 21:17:14,2025-04-04 21:17:14,2025-04-06 21:17:14,2025-04-06 21:17:14,Insättning,deposit,Deposit from Arnesen og Sønner,billed,Arnesen og Sønner,8085.86,0,,,,8085.86
CUST00277,81c471e0-2dd4-46d0-801b-9ca18db8884f,EUR,2025-04-03 06:35:50,2025-04-03 06:35:50,2025-04-03 06:35:50,2025-04-03 06:35:50,Insättning,deposit,Deposit from Aertsz NV,billed,Aertsz NV,7552.45,0,,,,7552.45
CUST00952,7b72ae6d-7bb2-4688-abc5-27696d8a79c9,NOK,2025-04-02 15:56:46,2025-04-02 15:56:46,2025-04-04 15:56:46,2025-04-06 15:56:46,Insättning,deposit,Deposit from Korhonen Laine Ky,billed,Korhonen Laine Ky,1178.88,0,,,,1178.88
CUST00554,d3dca7d4-cc62-4c54-a8c9-5338b9e37f0b,SEK,2025-04-02 22:38:39,2025-04-04 22:38:39,2025-04-05 22:38:39,2025-04-06 22:38:39,Insättning,deposit,Deposit from Johansson Berntsson AB,billed,Johansson Berntsson AB,7354.34,0,,,,7354.34
CUST00552,a2954ea0-f35f-475f-82bb-7a10348ea61e,SEK,2025-04-03 12:45:15,2025-04-03 12:45:15,2025-04-04 12:45:15,2025-04-04 12:45:15,Insättning,deposit,"Deposit from Wolf, Evans and Lin",billed,"Wolf, Evans and Lin",715.49,0,,,,715.49
CUST00636,becd6b86-2d3c-4506-b3b9-da1073d56807,DKK,2025-04-03 14:40:06,2025-04-05 14:40:06,2025-04-06 14:40:06,2025-04-08 14:40:06,Överföring,transfer,Transfer to Christiansen ApS,billed,Christiansen ApS,1324.47,0,,,,1324.47
CUST00181,76bffd44-d429-4211-b428-08896c3e3ca5,EUR,2025-04-02 18:28:09,2025-04-04 18:28:09,2025-04-04 18:28:09,2025-04-06 18:28:09,Överföring,transfer,Transfer to Määttä,billed,Määttä,3259.82,0,,,,3259.82
CUST00893,c5364f10-afdd-47e9-abaa-ffeb1a2d9670,EUR,2025-04-03 17:29:50,2025-04-05 17:29:50,2025-04-06 17:29:50,2025-04-06 17:29:50,Kortköp,card,Card payment at Tamminen Osk,billed,Tamminen Osk,7712.35,0,5216 8997 6455 6815,,,7712.35
CUST00016,c5f3e556-e0d5-4b22-a0c7-e3f5771f7c0a,NOK,2025-04-02 14:09:20,2025-04-02 14:09:20,2025-04-03 14:09:20,2025-04-04 14:09:20,Kortköp,card,Card payment at Larsson Olsson HB,billed,Larsson Olsson HB,6357.40,0,2439 2075 6366 7256,,,6357.4
CUST00456,c6328305-abd1-4e98-ad26-54f51731d542,EUR,2025-04-02 04:48:56,2025-04-03 04:48:56,2025-04-03 04:48:56,2025-04-05 04:48:56,Insättning,deposit,"Deposit from Svendsen, Mikkelsen og Moen",billed,"Svendsen, Mikkelsen og Moen",1093.24,0,,,,1093.24
CUST00547,1895d9de-6a39-4b7f-b757-79878838d23e,EUR,2025-04-02 21:23:31,2025-04-03 21:23:31,2025-04-04 21:23:31,2025-04-06 21:23:31,Swish,swish,Swish payment to Campos-Salinas,billed,Campos-Salinas,7993.80,0,,Membership payment,Sports club 2025,7993.8
