customer_id,country,currency,account_numbers,account_name,product,account_type,available_balance,booked_balance,value_dated_balance,status,credit_limit,latest_transaction_booking_date,registration_number,dob,nationality,residence_country,occupation,gender,bank.name,bank.bic,bank.country
CUST00551,DK,DKK,"[{'value': '49600539656', '_type': 'BBAN_SE'}, {'value': 'SE8012600539656', '_type': 'IBAN'}]",Astrid Eliasson,SPARKONTO,Savings,77478.11,77478.11,54973.29,OPEN,4986.23,2025-04-04,560331-6570,1994-03-25,DK,SE,Artist,Male,Nordea,NDEASESS,FI
CUST00552,SE,SEK,"[{'value': '45153771059', '_type': 'BBAN_SE'}, {'value': 'SE808153771059', '_type': 'IBAN'}]",Sondre-Tobias Nilsen,PERSONKONTO,Current,35949.20,35949.20,26440.46,OPEN,1559.62,2025-04-04,270816A3775,1990-09-11,SE,DK,Teacher,Male,Nordea,NDEASESS,DK
CUST00553,NL,EUR,"[{'value': '45958538302', '_type': 'BBAN_SE'}, {'value': 'SE808958538302', '_type': 'IBAN'}]",Aiden Melet,PERSONKONTO,Savings,68521.14,68521.14,58922.06,OPEN,19523.34,2025-04-04,719650239,1977-10-06,NL,NO,Artist,Male,Nordea,NDEASESS,FI
CUST00554,SE,SEK,"[{'value': '44551169498', '_type': 'BBAN_SE'}, {'value': 'SE807551169498', '_type': 'IBAN'}]",Ritva Karhu,PERSONKONTO,Current,103985.47,103985.47,96272.42,OPEN,8655.36,2025-04-04,410806-0726,1954-10-06,SE,FI,Consultant,Female,Nordea,NDEASESS,DK
CUST00555,NL,EUR,"[{'value': '43889428336', '_type': 'BBAN_SE'}, {'value': 'SE806889428336', '_type': 'IBAN'}]",Anne Hardy,STUDENTKONTO,Current,23939.82,23939.82,13005.00,OPEN,10039.66,2025-04-04,395-25-3165,1994-02-27,NL,NO,Nurse,Female,Nordea,NDEASESS,NL
CUST00556,DK,DKK,"[{'value': '47430369688', '_type': 'BBAN_SE'}, {'value': 'SE8010430369688', '_type': 'IBAN'}]",Theresa Hansen,STUDENTKONTO,Current,42236.05,42236.05,26351.74,OPEN,11799.61,2025-04-04,426-96-1729,1988-09-10,DK,NL,Teacher,Other,Nordea,NDEASESS,DK
CUST00557,SE,SEK,"[{'value': '40189941491', '_type': 'BBAN_SE'}, {'value': 'SE803189941491', '_type': 'IBAN'}]",Osmo Lahtinen,SPARKONTO,Current,62956.89,62956.89,44878.74,OPEN,9845.75,2025-04-04,920704-8118,1986-11-19,SE,SE,Student,Female,Nordea,NDEASESS,DK
CUST00558,NO,NOK,"[{'value': '43234448365', '_type': 'BBAN_SE'}, {'value': 'SE806234448365', '_type': 'IBAN'}]",Kenneth-Svein Christensen,STUDENTKONTO,Savings,12922.18,12922.18,12598.70,OPEN,7488.91,2025-04-04,615-57-5773,1986-11-22,NO,NO,Doctor,Male,Nordea,NDEASESS,NO
CUST00559,DK,DKK,"[{'value': '49284872451', '_type': 'BBAN_SE'}, {'value': 'SE8012284872451', '_type': 'IBAN'}]",Juhani Nieminen,SPARKONTO,Current,100520.82,100520.82,99335.72,OPEN,15550.78,2025-04-04,538742914,1976-06-24,DK,DK,Teacher,Female,Nordea,NDEASESS,DK
CUST00560,DK,DKK,"[{'value': '42694254580', '_type': 'BBAN_SE'}, {'value': 'SE805694254580', '_type': 'IBAN'}]",Viola Larsson,SPARKONTO,Savings,105733.36,105733.36,80934.68,OPEN,8805.09,2025-04-04,139-39-0108,1964-07-23,DK,FI,Nurse,Other,Nordea,NDEASESS,FI
CUST00561,NL,EUR,"[{'value': '48937651021', '_type': 'BBAN_SE'}, {'value': 'SE8011937651021', '_type': 'IBAN'}]",Alison Short,SPARKONTO,Current,119274.57,119274.57,90334.77,OPEN,17815.57,2025-04-04,482063750,1967-06-29,NL,SE,Driver,Female,Nordea,NDEASESS,FI
CUST00562,DK,DKK,"[{'value': '45865083405', '_type': 'BBAN_SE'}, {'value': 'SE808865083405', '_type': 'IBAN'}]",Jalmari Kämäräinen-Kemppainen,PERSONKONTO,Current,93060.45,93060.45,72622.43,OPEN,3198.91,2025-04-04,410-73-3563,1954-09-17,DK,FI,Consultant,Other,Nordea,NDEASESS,NO
CUST00563,SE,SEK,"[{'value': '43018690355', '_type': 'BBAN_SE'}, {'value': 'SE806018690355', '_type': 'IBAN'}]",Pien van Rijthoven,STUDENTKONTO,Current,97531.24,97531.24,64393.24,OPEN,10319.54,2025-04-04,500-89-9441,1989-12-18,SE,DK,Cashier,Male,Nordea,NDEASESS,FI
CUST00564,SE,SEK,"[{'value': '46238056254', '_type': 'BBAN_SE'}, {'value': 'SE809238056254', '_type': 'IBAN'}]",Amy de Gruson,STUDENTKONTO,Current,56235.66,56235.66,41337.82,OPEN,13727.01,2025-04-04,370626-0571,1973-02-18,SE,NL,Cashier,Female,Nordea,NDEASESS,NL
CUST00565,NL,EUR,"[{'value': '43793015896', '_type': 'BBAN_SE'}, {'value': 'SE806793015896', '_type': 'IBAN'}]",Håkon Tveit,PERSONKONTO,Savings,55537.80,55537.80,30193.37,OPEN,18009.94,2025-04-04,766-84-9869,1992-08-05,NL,FI,Doctor,Male,Nordea,NDEASESS,DK
CUST00566,NO,NOK,"[{'value': '42993944892', '_type': 'BBAN_SE'}, {'value': 'SE805993944892', '_type': 'IBAN'}]",Annabel Strijker,SPARKONTO,Current,41753.44,41753.44,39143.71,OPEN,19066.04,2025-04-04,043-41-8847,1959-08-21,NO,SE,Cashier,Female,Nordea,NDEASESS,NL
CUST00567,NL,EUR,"[{'value': '46330373419', '_type': 'BBAN_SE'}, {'value': 'SE809330373419', '_type': 'IBAN'}]",Oskari Hietanen,SPARKONTO,Savings,139792.36,139792.36,121459.24,OPEN,6184.58,2025-04-04,671832505,1972-05-02,NL,SE,Engineer,Male,Nordea,NDEASESS,SE
CUST00568,NL,EUR,"[{'value': '45696442664', '_type': 'BBAN_SE'}, {'value': 'SE808696442664', '_type': 'IBAN'}]",Lars Andersson,STUDENTKONTO,Savings,96878.47,96878.47,70624.75,OPEN,3073.11,2025-04-04,02128325835,2002-02-12,NL,FI,Teacher,Female,Nordea,NDEASESS,NL
CUST00569,NO,NOK,"[{'value': '48464195352', '_type': 'BBAN_SE'}, {'value': 'SE8011464195352', '_type': 'IBAN'}]",Ryan Hulst,PERSONKONTO,Current,72894.35,72894.35,49317.43,OPEN,19146.17,2025-04-04,18045731630,1988-05-03,NO,NL,Teacher,Other,Nordea,NDEASESS,DK
CUST00570,NL,EUR,"[{'value': '44179888323', '_type': 'BBAN_SE'}, {'value': 'SE807179888323', '_type': 'IBAN'}]",Yolanda Warren,STUDENTKONTO,Current,43144.36,43144.36,25050.80,OPEN,1302.45,2025-04-04,074-35-7047,1996-01-21,NL,FI,Nurse,Male,Nordea,NDEASESS,SE
CUST00571,DK,DKK,"[{'value': '40792406808', '_type': 'BBAN_SE'}, {'value': 'SE803792406808', '_type': 'IBAN'}]",Brian Karlsen,STUDENTKONTO,Current,39430.88,39430.88,32837.12,OPEN,3384.91,2025-04-04,23066922316,1972-11-26,DK,DK,Analyst,Male,Nordea,NDEASESS,FI
CUST00572,NL,EUR,"[{'value': '43953233832', '_type': 'BBAN_SE'}, {'value': 'SE806953233832', '_type': 'IBAN'}]",Hr Silas Mogensen,SPARKONTO,Savings,45583.19,45583.19,40307.35,OPEN,18592.32,2025-04-04,359-79-7246,1959-05-20,NL,NO,Engineer,Other,Nordea,NDEASESS,DK
CUST00573,NL,EUR,"[{'value': '47324857808', '_type': 'BBAN_SE'}, {'value': 'SE8010324857808', '_type': 'IBAN'}]",Morten Eliassen,SPARKONTO,Savings,146352.35,146352.35,144128.20,OPEN,13504.31,2025-04-04,521096789,2006-02-08,NL,NL,Student,Female,Nordea,NDEASESS,NL
CUST00574,SE,SEK,"[{'value': '43866219906', '_type': 'BBAN_SE'}, {'value': 'SE806866219906', '_type': 'IBAN'}]",Irmeli Rytkönen,PERSONKONTO,Current,109880.26,109880.26,71866.21,OPEN,12541.68,2025-04-04,150944-484W,1972-01-16,SE,NO,Student,Female,Nordea,NDEASESS,DK
CUST00575,SE,SEK,"[{'value': '49428096352', '_type': 'BBAN_SE'}, {'value': 'SE8012428096352', '_type': 'IBAN'}]",Christy Payne,STUDENTKONTO,Current,49291.79,49291.79,43901.32,OPEN,4316.46,2025-04-04,281226-496E,1999-02-17,SE,SE,Analyst,Female,Nordea,NDEASESS,FI
CUST00576,SE,SEK,"[{'value': '41694036518', '_type': 'BBAN_SE'}, {'value': 'SE804694036518', '_type': 'IBAN'}]",Mary Bennett,SPARKONTO,Savings,146388.01,146388.01,117342.57,OPEN,18896.34,2025-04-04,804192674,1967-12-02,SE,FI,Driver,Male,Nordea,NDEASESS,NL
CUST00577,DK,DKK,"[{'value': '41601297604', '_type': 'BBAN_SE'}, {'value': 'SE804601297604', '_type': 'IBAN'}]",Mats Andersson,SPARKONTO,Savings,55759.68,55759.68,37675.56,OPEN,17548.88,2025-04-04,24034806132,1993-08-26,DK,SE,Consultant,Other,Nordea,NDEASESS,DK
CUST00578,DK,DKK,"[{'value': '46195509080', '_type': 'BBAN_SE'}, {'value': 'SE809195509080', '_type': 'IBAN'}]",Vidar Madsen,PERSONKONTO,Savings,111358.39,111358.39,96247.36,OPEN,3221.57,2025-04-04,157648035,1983-07-12,DK,NL,Nurse,Male,Nordea,NDEASESS,DK
CUST00579,NO,NOK,"[{'value': '48532546734', '_type': 'BBAN_SE'}, {'value': 'SE8011532546734', '_type': 'IBAN'}]",Tom-Alf Amundsen,PERSONKONTO,Savings,31563.68,31563.68,17177.72,OPEN,12956.72,2025-04-04,543-40-5466,1976-03-25,NO,FI,Driver,Male,Nordea,NDEASESS,DK
CUST00580,NL,EUR,"[{'value': '43929345815', '_type': 'BBAN_SE'}, {'value': 'SE806929345815', '_type': 'IBAN'}]",Alex Wendt,PERSONKONTO,Current,69586.93,69586.93,63751.50,OPEN,11300.41,2025-04-04,594172081,1975-10-22,NL,SE,Cashier,Other,Nordea,NDEASESS,FI
CUST00581,FI,EUR,"[{'value': '47472624728', '_type': 'BBAN_SE'}, {'value': 'SE8010472624728', '_type': 'IBAN'}]",Erik Holmberg,PERSONKONTO,Current,74368.02,74368.02,66604.73,OPEN,5622.20,2025-04-04,15074833869,1996-03-05,FI,DK,Doctor,Other,Nordea,NDEASESS,NO
CUST00582,FI,EUR,"[{'value': '41051194393', '_type': 'BBAN_SE'}, {'value': 'SE804051194393', '_type': 'IBAN'}]",Kenneth Simmons,PERSONKONTO,Savings,62864.94,62864.94,46930.26,OPEN,12178.38,2025-04-04,180566-461J,1958-06-05,FI,FI,Nurse,Female,Nordea,NDEASESS,SE
CUST00583,NL,EUR,"[{'value': '49697656192', '_type': 'BBAN_SE'}, {'value': 'SE8012697656192', '_type': 'IBAN'}]",Lauren Sutton,STUDENTKONTO,Savings,65692.24,65692.24,64846.74,OPEN,7777.44,2025-04-04,884-18-5063,1997-06-11,NL,NL,Engineer,Female,Nordea,NDEASESS,SE
CUST00584,NO,NOK,"[{'value': '44922621459', '_type': 'BBAN_SE'}, {'value': 'SE807922621459', '_type': 'IBAN'}]",Karlo Knudsen,SPARKONTO,Current,87457.35,87457.35,59356.67,OPEN,5817.07,2025-04-04,925047636,2006-08-03,NO,DK,Artist,Male,Nordea,NDEASESS,SE
CUST00585,FI,EUR,"[{'value': '48919902664', '_type': 'BBAN_SE'}, {'value': 'SE8011919902664', '_type': 'IBAN'}]",Pamela Beard,PERSONKONTO,Current,44103.78,44103.78,38914.74,OPEN,15176.26,2025-04-04,31077028563,2002-06-23,FI,NL,Artist,Female,Nordea,NDEASESS,NL
CUST00586,FI,EUR,"[{'value': '41557023069', '_type': 'BBAN_SE'}, {'value': 'SE804557023069', '_type': 'IBAN'}]",Cody Farmer,STUDENTKONTO,Savings,41083.12,41083.12,37453.73,OPEN,3170.51,2025-04-04,632-35-9923,1991-02-17,FI,FI,Artist,Female,Nordea,NDEASESS,SE
CUST00587,DK,DKK,"[{'value': '43911804606', '_type': 'BBAN_SE'}, {'value': 'SE806911804606', '_type': 'IBAN'}]",Crystal Johnson,PERSONKONTO,Current,51376.81,51376.81,29658.67,OPEN,16715.68,2025-04-04,450926-7987,1958-08-01,DK,NL,Nurse,Other,Nordea,NDEASESS,NO
CUST00588,NL,EUR,"[{'value': '43447056094', '_type': 'BBAN_SE'}, {'value': 'SE806447056094', '_type': 'IBAN'}]",Univ.Prof. Paulina Schultz,SPARKONTO,Savings,126987.43,126987.43,121655.94,OPEN,16467.47,2025-04-04,130692-8745,1982-11-25,NL,SE,Student,Female,Nordea,NDEASESS,SE
CUST00589,FI,EUR,"[{'value': '48461564269', '_type': 'BBAN_SE'}, {'value': 'SE8011461564269', '_type': 'IBAN'}]",Jørgen Eide,PERSONKONTO,Savings,103812.08,103812.08,53398.83,OPEN,4835.98,2025-04-04,034-53-0246,1977-07-26,FI,NO,Consultant,Female,Nordea,NDEASESS,SE
CUST00590,NO,NOK,"[{'value': '44213833526', '_type': 'BBAN_SE'}, {'value': 'SE807213833526', '_type': 'IBAN'}]",Virginia Todd,SPARKONTO,Current,31871.23,31871.23,17174.37,OPEN,15268.01,2025-04-04,910803-9497,1991-06-14,NO,SE,Consultant,Male,Nordea,NDEASESS,DK
CUST00591,SE,SEK,"[{'value': '44549509559', '_type': 'BBAN_SE'}, {'value': 'SE807549509559', '_type': 'IBAN'}]",Prof. Mathias Gulbrandsen,PERSONKONTO,Savings,119061.75,119061.75,62107.46,OPEN,13517.94,2025-04-04,25027138643,1970-10-02,SE,SE,Doctor,Other,Nordea,NDEASESS,FI
CUST00592,NO,NOK,"[{'value': '40859098375', '_type': 'BBAN_SE'}, {'value': 'SE803859098375', '_type': 'IBAN'}]",Turid-Nora Næss,STUDENTKONTO,Savings,88346.66,88346.66,45465.80,OPEN,16994.30,2025-04-04,538-83-0631,1956-11-24,NO,FI,Nurse,Female,Nordea,NDEASESS,NO
CUST00593,FI,EUR,"[{'value': '49628554412', '_type': 'BBAN_SE'}, {'value': 'SE8012628554412', '_type': 'IBAN'}]",Dag Gulbrandsen,STUDENTKONTO,Current,24503.32,24503.32,13465.87,OPEN,15383.26,2025-04-04,551-51-0644,1975-10-27,FI,NL,Consultant,Other,Nordea,NDEASESS,NL
CUST00594,NO,NOK,"[{'value': '43115351748', '_type': 'BBAN_SE'}, {'value': 'SE806115351748', '_type': 'IBAN'}]",Hr Einar Iversen,PERSONKONTO,Savings,144657.44,144657.44,98834.52,OPEN,4109.95,2025-04-04,07107118793,1978-03-17,NO,SE,Teacher,Female,Nordea,NDEASESS,NL
CUST00595,DK,DKK,"[{'value': '42208691233', '_type': 'BBAN_SE'}, {'value': 'SE805208691233', '_type': 'IBAN'}]",Timo Paavilainen-Tiainen,SPARKONTO,Current,63901.73,63901.73,56278.56,OPEN,2910.50,2025-04-04,05074905902,1961-09-10,DK,SE,Analyst,Male,Nordea,NDEASESS,FI
CUST00596,DK,DKK,"[{'value': '47321763524', '_type': 'BBAN_SE'}, {'value': 'SE8010321763524', '_type': 'IBAN'}]",Dr. Janni Christoffersen,STUDENTKONTO,Current,114459.92,114459.92,61937.01,OPEN,2756.59,2025-04-04,230744-027P,1980-05-01,DK,FI,Student,Other,Nordea,NDEASESS,DK
CUST00597,FI,EUR,"[{'value': '47907422108', '_type': 'BBAN_SE'}, {'value': 'SE8010907422108', '_type': 'IBAN'}]",Dr. Thea Bach,PERSONKONTO,Savings,103213.46,103213.46,66603.09,OPEN,4181.31,2025-04-04,850114-3310,1993-08-05,FI,SE,Student,Other,Nordea,NDEASESS,DK
CUST00598,FI,EUR,"[{'value': '44746677104', '_type': 'BBAN_SE'}, {'value': 'SE807746677104', '_type': 'IBAN'}]",Raf Hoekstra,SPARKONTO,Current,27304.94,27304.94,15280.09,OPEN,8312.17,2025-04-04,970326-7238,1992-08-09,FI,NL,Doctor,Other,Nordea,NDEASESS,DK
CUST00599,NO,NOK,"[{'value': '44188484316', '_type': 'BBAN_SE'}, {'value': 'SE807188484316', '_type': 'IBAN'}]",Liisa Koskinen,SPARKONTO,Current,10174.21,10174.21,8113.73,OPEN,2893.86,2025-04-04,627-21-6205,1975-05-12,NO,DK,Student,Female,Nordea,NDEASESS,DK
CUST00600,NL,EUR,"[{'value': '48346088084', '_type': 'BBAN_SE'}, {'value': 'SE8011346088084', '_type': 'IBAN'}]",Sofia Larsson,SPARKONTO,Savings,89250.67,89250.67,74376.02,OPEN,19756.70,2025-04-04,298150360,1999-02-23,NL,NL,Cashier,Male,Nordea,NDEASESS,DK
CUST00601,DK,DKK,"[{'value': '45371672040', '_type': 'BBAN_SE'}, {'value': 'SE808371672040', '_type': 'IBAN'}]",Maren Edvardsen,SPARKONTO,Current,16651.48,16651.48,13557.39,OPEN,1079.61,2025-04-04,950902-9832,1949-09-12,DK,SE,Doctor,Female,Nordea,NDEASESS,NO
CUST00602,SE,SEK,"[{'value': '47212127816', '_type': 'BBAN_SE'}, {'value': 'SE8010212127816', '_type': 'IBAN'}]",Prof. Alex Bach,PERSONKONTO,Savings,145824.85,145824.85,118261.53,OPEN,15323.34,2025-04-04,27096238644,1964-03-20,SE,NL,Student,Female,Nordea,NDEASESS,SE
CUST00603,NO,NOK,"[{'value': '46433427406', '_type': 'BBAN_SE'}, {'value': 'SE809433427406', '_type': 'IBAN'}]",Univ.Prof. Kenn Christoffersen,STUDENTKONTO,Savings,44387.66,44387.66,34232.61,OPEN,11159.09,2025-04-04,08050065864,1991-08-20,NO,SE,Driver,Male,Nordea,NDEASESS,NL
CUST00604,DK,DKK,"[{'value': '47958034469', '_type': 'BBAN_SE'}, {'value': 'SE8010958034469', '_type': 'IBAN'}]",Ayden Leguit-Jorlink,SPARKONTO,Savings,67792.27,67792.27,35115.76,OPEN,11355.00,2025-04-04,481112-3571,1959-05-09,DK,FI,Teacher,Female,Nordea,NDEASESS,NO
CUST00605,DK,DKK,"[{'value': '47368974986', '_type': 'BBAN_SE'}, {'value': 'SE8010368974986', '_type': 'IBAN'}]",Göran Arvidsson,SPARKONTO,Current,20605.99,20605.99,16163.91,OPEN,13371.53,2025-04-04,700125-1821,1995-03-12,DK,NL,Nurse,Female,Nordea,NDEASESS,DK
CUST00606,DK,DKK,"[{'value': '49261285045', '_type': 'BBAN_SE'}, {'value': 'SE8012261285045', '_type': 'IBAN'}]",Olavi Partanen-Markkanen,PERSONKONTO,Savings,84557.18,84557.18,53414.39,OPEN,19431.98,2025-04-04,182-59-9486,1951-11-24,DK,NL,Artist,Female,Nordea,NDEASESS,NL
CUST00607,FI,EUR,"[{'value': '42536021086', '_type': 'BBAN_SE'}, {'value': 'SE805536021086', '_type': 'IBAN'}]",Göran Sandberg,PERSONKONTO,Savings,9682.88,9682.88,6530.51,OPEN,1024.55,2025-04-04,390607-4376,1953-11-16,FI,FI,Driver,Male,Nordea,NDEASESS,NL
CUST00608,DK,DKK,"[{'value': '45829842920', '_type': 'BBAN_SE'}, {'value': 'SE808829842920', '_type': 'IBAN'}]",Einari Pakarinen,SPARKONTO,Current,52098.88,52098.88,43274.37,OPEN,5075.13,2025-04-04,230566-541B,1985-02-28,DK,FI,Nurse,Male,Nordea,NDEASESS,NO
CUST00609,SE,SEK,"[{'value': '44786617777', '_type': 'BBAN_SE'}, {'value': 'SE807786617777', '_type': 'IBAN'}]",Lisa Rodriguez,PERSONKONTO,Current,130406.52,130406.52,100309.79,OPEN,9487.73,2025-04-04,817564299,2007-02-25,SE,DK,Nurse,Other,Nordea,NDEASESS,SE
CUST00610,DK,DKK,"[{'value': '47284086182', '_type': 'BBAN_SE'}, {'value': 'SE8010284086182', '_type': 'IBAN'}]",Liisa Vuorinen-Koponen,STUDENTKONTO,Current,40359.52,40359.52,40072.26,OPEN,11621.89,2025-04-04,630-73-8133,1999-01-29,DK,FI,Nurse,Male,Nordea,NDEASESS,DK
CUST00611,DK,DKK,"[{'value': '42899580938', '_type': 'BBAN_SE'}, {'value': 'SE805899580938', '_type': 'IBAN'}]",Kyra Lamore-Osterhoudt,SPARKONTO,Savings,15458.47,15458.47,11615.25,OPEN,3749.23,2025-04-04,430768527,2003-11-14,DK,FI,Artist,Female,Nordea,NDEASESS,FI
CUST00612,NO,NOK,"[{'value': '43380781824', '_type': 'BBAN_SE'}, {'value': 'SE806380781824', '_type': 'IBAN'}]",Joan Christensen,STUDENTKONTO,Current,74794.28,74794.28,48143.42,OPEN,6297.75,2025-04-04,220962-5750,1963-11-28,NO,NL,Driver,Male,Nordea,NDEASESS,SE
CUST00613,NL,EUR,"[{'value': '48984890483', '_type': 'BBAN_SE'}, {'value': 'SE8011984890483', '_type': 'IBAN'}]",Margareta Fransson,STUDENTKONTO,Current,111561.76,111561.76,88795.61,OPEN,1811.76,2025-04-04,791111-3079,1986-11-20,NL,NL,Student,Female,Nordea,NDEASESS,FI
CUST00614,NO,NOK,"[{'value': '48919193627', '_type': 'BBAN_SE'}, {'value': 'SE8011919193627', '_type': 'IBAN'}]",Annikki Koivisto,SPARKONTO,Savings,52423.81,52423.81,37559.31,OPEN,6610.38,2025-04-04,26064211241,2006-03-14,NO,DK,Driver,Female,Nordea,NDEASESS,NL
CUST00615,NL,EUR,"[{'value': '42351762983', '_type': 'BBAN_SE'}, {'value': 'SE805351762983', '_type': 'IBAN'}]",Timo Rönkkö,PERSONKONTO,Current,77547.70,77547.70,61140.29,OPEN,13385.72,2025-04-04,279534814,1999-12-29,NL,DK,Cashier,Other,Nordea,NDEASESS,NO
CUST00616,NL,EUR,"[{'value': '48189797508', '_type': 'BBAN_SE'}, {'value': 'SE8011189797508', '_type': 'IBAN'}]",Lars Malm,STUDENTKONTO,Current,121435.56,121435.56,92428.83,OPEN,9518.49,2025-04-04,549-03-3413,1996-02-09,NL,NO,Teacher,Other,Nordea,NDEASESS,FI
CUST00617,FI,EUR,"[{'value': '46057021720', '_type': 'BBAN_SE'}, {'value': 'SE809057021720', '_type': 'IBAN'}]",Antti Henriksson,PERSONKONTO,Current,126696.24,126696.24,116938.54,OPEN,16562.36,2025-04-04,770117-3846,1985-10-25,FI,NO,Cashier,Other,Nordea,NDEASESS,FI
CUST00618,NL,EUR,"[{'value': '41024278525', '_type': 'BBAN_SE'}, {'value': 'SE804024278525', '_type': 'IBAN'}]",Jean Larson,PERSONKONTO,Current,35801.41,35801.41,18396.63,OPEN,9551.11,2025-04-04,110169-7286,1967-12-08,NL,NL,Driver,Female,Nordea,NDEASESS,FI
CUST00619,SE,SEK,"[{'value': '41171288962', '_type': 'BBAN_SE'}, {'value': 'SE804171288962', '_type': 'IBAN'}]",Gro Fredriksen,PERSONKONTO,Savings,30697.58,30697.58,27469.27,OPEN,13344.08,2025-04-04,170544-851T,1964-03-02,SE,NO,Engineer,Other,Nordea,NDEASESS,FI
CUST00620,DK,DKK,"[{'value': '43850461711', '_type': 'BBAN_SE'}, {'value': 'SE806850461711', '_type': 'IBAN'}]",Danny Christiansen-Carlsen,SPARKONTO,Savings,117443.94,117443.94,109644.01,OPEN,17987.08,2025-04-04,370911-2068,1979-08-29,DK,SE,Driver,Other,Nordea,NDEASESS,DK
CUST00621,NO,NOK,"[{'value': '49108090681', '_type': 'BBAN_SE'}, {'value': 'SE8012108090681', '_type': 'IBAN'}]",Stephan Johnsen,STUDENTKONTO,Savings,35788.15,35788.15,26777.61,OPEN,5142.50,2025-04-04,158-25-5573,1999-04-20,NO,SE,Artist,Female,Nordea,NDEASESS,SE
CUST00622,NL,EUR,"[{'value': '43195279456', '_type': 'BBAN_SE'}, {'value': 'SE806195279456', '_type': 'IBAN'}]",Simon Nissen-Knudsen,SPARKONTO,Current,110716.83,110716.83,63345.41,OPEN,4675.12,2025-04-04,610302-6925,1963-06-03,NL,FI,Student,Female,Nordea,NDEASESS,NO
CUST00623,FI,EUR,"[{'value': '44535165059', '_type': 'BBAN_SE'}, {'value': 'SE807535165059', '_type': 'IBAN'}]",Kyan de Keijser,STUDENTKONTO,Savings,129503.54,129503.54,110053.26,OPEN,6671.55,2025-04-04,810274590,1952-08-06,FI,DK,Student,Other,Nordea,NDEASESS,SE
CUST00624,NO,NOK,"[{'value': '44024265351', '_type': 'BBAN_SE'}, {'value': 'SE807024265351', '_type': 'IBAN'}]",Anders Nordin,SPARKONTO,Savings,144515.64,144515.64,123970.66,OPEN,910.95,2025-04-04,359128464,1957-06-19,NO,NL,Engineer,Other,Nordea,NDEASESS,FI
CUST00625,SE,SEK,"[{'value': '45324367157', '_type': 'BBAN_SE'}, {'value': 'SE808324367157', '_type': 'IBAN'}]",Elina Haverinen,STUDENTKONTO,Savings,103757.03,103757.03,67922.91,OPEN,18111.56,2025-04-04,574-66-1678,1986-05-18,SE,SE,Analyst,Male,Nordea,NDEASESS,FI
CUST00626,DK,DKK,"[{'value': '45392476150', '_type': 'BBAN_SE'}, {'value': 'SE808392476150', '_type': 'IBAN'}]",Johannes Heiskanen,PERSONKONTO,Current,58576.42,58576.42,37999.19,OPEN,18359.87,2025-04-04,432079580,1952-11-28,DK,FI,Driver,Male,Nordea,NDEASESS,NO
CUST00627,FI,EUR,"[{'value': '48334364363', '_type': 'BBAN_SE'}, {'value': 'SE8011334364363', '_type': 'IBAN'}]",Steven Williams,SPARKONTO,Savings,130033.47,130033.47,125254.56,OPEN,14489.03,2025-04-04,25080277612,1997-05-30,FI,SE,Teacher,Other,Nordea,NDEASESS,FI
CUST00628,FI,EUR,"[{'value': '45806178791', '_type': 'BBAN_SE'}, {'value': 'SE808806178791', '_type': 'IBAN'}]",Mimi Thorsen-Koch,STUDENTKONTO,Savings,76197.01,76197.01,55367.10,OPEN,15358.52,2025-04-04,07035219573,1997-12-21,FI,NO,Student,Other,Nordea,NDEASESS,SE
CUST00629,NO,NOK,"[{'value': '49449251537', '_type': 'BBAN_SE'}, {'value': 'SE8012449251537', '_type': 'IBAN'}]",Yusuf van Luinenburg,SPARKONTO,Savings,959.83,959.83,756.25,OPEN,3577.54,2025-04-04,135-12-7673,1980-06-17,NO,NL,Teacher,Other,Nordea,NDEASESS,SE
CUST00630,DK,DKK,"[{'value': '45666776123', '_type': 'BBAN_SE'}, {'value': 'SE808666776123', '_type': 'IBAN'}]",Kalevi Vainio,SPARKONTO,Current,119000.02,119000.02,75010.47,OPEN,16621.99,2025-04-04,882-79-4228,1976-02-21,DK,FI,Consultant,Male,Nordea,NDEASESS,NL
CUST00631,DK,DKK,"[{'value': '42449808800', '_type': 'BBAN_SE'}, {'value': 'SE805449808800', '_type': 'IBAN'}]",Mary Mccormick,PERSONKONTO,Current,55456.13,55456.13,53324.18,OPEN,12719.23,2025-04-04,170244-5013,1953-11-27,DK,SE,Student,Male,Nordea,NDEASESS,NL
CUST00632,FI,EUR,"[{'value': '40724801332', '_type': 'BBAN_SE'}, {'value': 'SE803724801332', '_type': 'IBAN'}]",Tobias Lien,SPARKONTO,Savings,105338.54,105338.54,84291.52,OPEN,2236.69,2025-04-04,25029222978,1958-02-16,FI,FI,Teacher,Other,Nordea,NDEASESS,NO
CUST00633,SE,SEK,"[{'value': '46553423031', '_type': 'BBAN_SE'}, {'value': 'SE809553423031', '_type': 'IBAN'}]",Johnny Olsen,SPARKONTO,Savings,2610.18,2610.18,1459.76,OPEN,4215.61,2025-04-04,030925-6675,2003-05-20,SE,FI,Cashier,Other,Nordea,NDEASESS,NO
CUST00634,DK,DKK,"[{'value': '49477300415', '_type': 'BBAN_SE'}, {'value': 'SE8012477300415', '_type': 'IBAN'}]",Kalevi Meriläinen,PERSONKONTO,Savings,57619.99,57619.99,49746.45,OPEN,8657.45,2025-04-04,636-32-8978,1982-04-14,DK,DK,Teacher,Male,Nordea,NDEASESS,NO
